lambda_e,eta_r,sample_type,eta50,beta50,pf50,qservice_max_beta3
0.01896525096525097,0.19038610038610038,prior,0.48467081892139635,1.3486928948614436,0.08871781432042641,569.6029121832896
0.041899613899613906,0.3411969111969112,prior,0.41612390212623984,1.2107404107789326,0.11299745474482503,548.2454147385602
0.0613938223938224,0.357953667953668,prior,0.38544563283163963,1.147249551560759,0.12563924874847476,538.6868366331998
0.025463320463320466,0.06590733590733591,prior,0.3134036916460313,0.9936110393794524,0.16020613380755516,516.2403773798538
0.05833590733590734,0.357953667953668,prior,0.3899874017481298,1.156719780817056,0.12369343266546046,540.1019377429749
0.050691119691119696,0.42258687258687255,prior,0.46440910942547464,1.3084616568233676,0.0953583858213235,563.2898724578388
0.007115830115830116,0.108996138996139,prior,0.6982191539217774,1.747492572270184,0.040275966110005834,636.1392092530234
0.013613899613899614,0.2957142857142857,prior,0.6269562596430701,1.6192462852404537,0.05269714143364346,613.935481447004
0.03616602316602317,0.5566409266409267,prior,0.6211252218544451,1.6085481484242863,0.05385758997353868,612.1186765417908
0.018583011583011587,0.33401544401544403,prior,0.5772609662009262,1.527038163806393,0.06337576085659846,598.4516763055209
0.02431660231660232,0.4034362934362934,prior,0.5654726538311441,1.5048152847752583,0.06618578648659584,594.778734281481
0.06406949806949808,0.17123552123552124,prior,0.20286956132299178,0.7443857721966177,0.22832156200675308,481.80071887581863
0.01934749034749035,0.3364092664092664,prior,0.569622600321838,1.5126542196650214,0.06518375700248719,596.0717533655577
0.026610038610038612,0.18081081081081082,prior,0.3841417773576019,1.1445262324330887,0.1262027326227097,538.2805880190094
0.023552123552123556,0.11617760617760618,prior,0.37300756960604503,1.1211865205873346,0.13110423807903876,534.8114485635676
0.0376949806949807,0.42258687258687255,prior,0.5026836106285285,1.3840860781844664,0.08316604961807766,575.215245616275
0.009409266409266408,0.25501930501930503,prior,0.689182612442959,1.7314802402131337,0.04168307308883906,633.3236499169295
0.02125868725868726,0.2286872586872587,prior,0.477858017749754,1.3352155099367746,0.09090291100551579,567.4802144688232
0.029667953667953672,0.13532818532818533,prior,0.3201491628254693,1.0082773000527585,0.15666067870048278,518.3420967600101
0.033490347490347495,0.2502316602316602,prior,0.3813672681287516,1.13872436160046,0.12740906921289258,537.4161206361418
0.02125868725868726,0.26459459459459456,prior,0.5013614993626824,1.3815000407604043,0.08356263264920771,574.8033089559239
0.05642471042471043,0.12096525096525096,prior,0.17031963264773672,0.6675902833923456,0.2521975808862681,471.65897872162105
0.028521235521235526,0.27895752895752896,prior,0.44017765183892127,1.2597518852557685,0.10387944086200501,555.7399589433705
0.05795366795366796,0.15926640926640925,prior,0.2028760268480658,0.7444008652490747,0.22831699784306658,481.8027333710244
0.012084942084942086,0.1377220077220077,prior,0.5816203300080727,1.535221742804535,0.06236468462794492,599.8099445650548
0.028903474903474908,0.09463320463320463,prior,0.2962475380964107,0.9560387371773236,0.16952633200773026,510.89495087887235
0.026992277992277994,0.5805791505791507,prior,0.6763848913644162,1.7086810542320188,0.04375502269601589,629.3362014945571
0.08394594594594595,0.3914671814671815,prior,0.39986537041712206,1.1772313588604957,0.11955158771623742,543.1796646557342
0.06521621621621622,0.2957142857142857,prior,0.3208109092661254,1.0097128899856378,0.1563164325124735,518.5482803285229
0.03501930501930502,0.2502316602316602,prior,0.37171584479636827,1.1184689902423444,0.1316833716998213,534.4089795596822
0.029667953667953672,0.3651351351351352,prior,0.49782083025972557,1.3745653866348249,0.0846331128856117,573.7001254014394
0.020494208494208497,0.4896138996138997,prior,0.6548466455476809,1.6699824679912205,0.04746141619055866,622.6254251168313
