time_year,scenario,CDR,cycles,R_env,qmax_over_qu,epsilon_p_raw,epsilon_p_eff,eta_eff,cb_eff,Delta_tan_phi_eff,Dcp,Dphip,qu,qu_no_cyclic_damage,FS,pf,beta,pf_life
32.5,C1,0.08500000000000008,2000.0,1.0,0.6625000000000001,1.0097294763188477e-05,1.0096728365692752e-05,0.519691230102536,49.46083179556256,0.06879243919975139,0.9999192294351922,0.999944469535862,877.5777589842462,877.5861636654595,0.9237660620886802,0.7101701999272678,-0.5538820065334326,0.7641333333333333
33.0,C1,0.07618322121561293,2000.0,1.0,0.6580916106078064,1.0097294763188477e-05,1.0096728365692752e-05,0.5159418597133413,49.05068750299658,0.06837034617533114,0.9999192294351922,0.999944469535862,876.8021210717274,876.8104688184666,0.9229496011281341,0.7121493602769364,-0.5596747921254563,0.7641333333333333
33.5,C1,0.07073415225557272,2000.0,1.0,0.6553670761277863,1.0097294763188477e-05,1.0096728365692752e-05,0.5122446147800244,48.64668277598296,0.0679536704934603,0.9999192294351922,0.999944469535862,876.0353264852027,876.0436179583481,0.9221424489317923,0.7141013720596056,-0.5654065714043437,0.7641333333333333
34.0,C1,0.0707341522555727,2000.0,1.0,0.6553670761277863,1.0097294763188477e-05,1.0096728365692752e-05,0.5085987706307422,48.248722786870346,0.06754234564632773,0.9999192294351922,0.999944469535862,875.2773247716573,875.2855606279899,0.9213445523912182,0.7160264645507339,-0.5710775572680078,0.7641333333333333
34.5,C1,0.07618322121561294,2000.0,1.0,0.6580916106078065,1.0097294763188477e-05,1.0096728365692752e-05,0.5050036126683701,47.85671421398515,0.06713630590310363,0.9999192294351922,0.999944469535862,874.5280634077341,874.5362442997925,0.9205558562186674,0.7179248734064195,-0.5766879808418891,0.7641333333333333
35.0,C1,0.08499999999999998,2000.0,1.0,0.6625,1.0123054223491744e-05,1.012248493246215e-05,0.5014584362304377,47.470555435955355,0.06673547684724809,0.9999190233993223,0.9999443278826213,873.7874672065117,873.7956145124398,0.9197762812700123,0.7197968924551936,-0.5822382459247244,0.7641333333333333
35.5,C1,0.09381677878438713,2000.0,1.0,0.6669083893921935,1.0352154640477385e-05,1.0351559290494583e-05,0.49796254645101407,47.09008941481179,0.06633972965701866,0.9999171909545344,0.9999430680445875,873.0553383539791,873.0636150014936,0.919005619319978,0.7216431246674294,-0.5877296797863251,0.7641333333333333
36.0,C1,0.0992658477444273,2000.0,1.0,0.6696329238722136,1.082037006486646e-05,1.0819719644218351e-05,0.4945152581245108,46.71521566082015,0.06594898921430097,0.9999134459888608,0.99994049331255,872.3315937018284,872.340187824072,0.9182437828440299,0.7234638821015431,-0.5931627548799371,0.7641333333333333
36.5,C1,0.09926584774442733,2000.0,1.0,0.6696329238722136,1.1288585489255535e-05,1.128787756240035e-05,0.4911158955713799,46.34593737194535,0.06556328052592003,0.9999097010566959,0.9999379186005366,871.6163660927558,871.6252734778581,0.917490911676585,0.7252589352162772,-0.5985363236207648,0.7641333333333333
37.0,C1,0.09381677878438713,2000.0,1.0,0.6669083893921935,1.1517685906241176e-05,1.1516948953855799e-05,0.48776379250567836,45.98225628756164,0.0651826272893906,0.9999078686527224,0.9999366587868932,870.9097819256789,870.9188110146749,0.9167471388691356,0.727028075468323,-0.6038492849742854,0.7641333333333333
