H_over_B,fem_peak_pressure_model_units,fem_peak_displacement_m,steps_completed,last_analyze_code,fem_normalized_to_untreated,eq8_kpa_50yr,eq8_normalized_to_untreated,normalized_difference_percent
0.0,977.3183817734938,0.09299999999999968,180,0,1.0,961.0457249966094,1.0,0.0
0.5,983.1444147379759,0.08459999999999972,180,0,1.0059612436163432,1157.128577564577,1.2040307213984636,19.689573434268482
1.0,1064.520669691717,0.08519999999999972,180,0,1.089226079796004,1253.1193026213614,1.30391225935247,19.709974222860456
1.5,1212.6037137413098,0.09179999999999967,180,0,1.2407458371353404,1300.1107614677346,1.3528084332015748,9.03187362892685
2.0,1272.5760304082053,0.09119999999999967,180,0,1.3021099921388168,1323.1150382163905,1.376745147293651,5.7318625619514725
