sample_type,time_year,eta_mean,eta_ci95_low,eta_median,eta_ci95_high,beta_mean,beta_ci95_low,beta_median,beta_ci95_high,pf_mean,pf_ci95_low,pf_median,pf_ci95_high,qservice_max_beta3_mean,qservice_max_beta3_ci95_low,qservice_max_beta3_median,qservice_max_beta3_ci95_high
posterior,32.0,0.605927778720327,0.4761606475314869,0.6057417830393115,0.7363214432437705,1.5784144374046074,1.3318498523227675,1.5801712229435059,1.8142376541453795,0.058613109678742795,0.034819966305862905,0.05703323536123352,0.09144727620078028,607.3835350054718,566.95135654502,607.3255834232892,648.0109255151078
posterior,33.0,0.5990173460237673,0.4680486950641996,0.5989013902851782,0.7311910339951517,1.565530029901299,1.3157214599296618,1.5674811461866769,1.8053221168243998,0.06016675332985629,0.03550942617405322,0.05849938154934152,0.09413021047469886,605.2304177602455,564.4238759201861,605.194288864791,646.4124188638862
posterior,34.0,0.5922733036027419,0.4598623364535365,0.5920060677560832,0.7259959156507937,1.5529114606486363,1.2993717453720974,1.5546438547324675,1.7962716346896708,0.061718764049354224,0.03622105874494477,0.06001306042250803,0.0969055056637659,603.1291435453215,561.8732122100829,603.0458795681947,644.7937504838587
posterior,35.0,0.5856912471077268,0.45205904106720657,0.5853490287796992,0.7210305775279299,1.5405533965662879,1.2837178408624776,1.5422067203972103,1.7876001958608139,0.06326822518362835,0.0369170111183169,0.06150924284022217,0.09961786644976044,601.0783400760213,559.4419013785242,600.9717134411833,643.246675849004
posterior,36.0,0.5792669006511053,0.44434804207792983,0.5789468751619812,0.7160016528791938,1.528450592470701,1.2681821163575835,1.5302052226614282,1.7787964256752025,0.06481425881554777,0.037631450635026306,0.06298136753908254,0.10236421479786234,599.076675093169,557.039347785896,598.9769631894719,641.6797892499162
posterior,37.0,0.5729961126638499,0.4368990368267287,0.5726598091325285,0.7113419804037201,1.5165978909592084,1.2531104814130543,1.5183805082175326,1.7706198691887658,0.06635602561054339,0.038309522960692385,0.06445793820684516,0.1050792912368603,597.122855072139,554.7184248610366,597.0180713393811,640.227952352779
posterior,38.0,0.5668748519005784,0.4298058992649775,0.566497007567792,0.7065296477706532,1.5049902221914297,1.238700149115159,1.5067517943986446,1.7621559465324168,0.06789272453851251,0.03901988440426888,0.06593367487872649,0.10772336547491256,595.2156239781311,552.5083813691765,595.0978971750993,638.7285503852032
posterior,39.0,0.5608992035870602,0.4226161264082884,0.5604313381522855,0.7018258109547953,1.493622603575867,1.224034548657528,1.4952696637496439,1.7538636219922288,0.06942359248488536,0.03972479372976591,0.06741864617142779,0.11046814477574705,593.3537620658302,550.2682287467937,593.207986948657,637.2629529889655
posterior,40.0,0.555065365704521,0.41583567054387255,0.5545472220656459,0.6972332548195216,1.4824901393691718,1.210149061917175,1.484096199420382,1.7457490527021355,0.0709479037633521,0.04042556182594004,0.06889167821052294,0.11311056535824389,591.536084721689,548.155609017578,591.3746441790552,635.8320278575404
posterior,41.0,0.5493696454053391,0.4090786122869569,0.54889872944532,0.692725704967323,1.4715880201951168,1.1962581492795021,1.4733375308015553,1.7377669033270593,0.07246496954191903,0.04112538178433017,0.07032833153340219,0.11579753794900896,589.761441347149,546.0502793951351,589.6147157629356,634.4275885486505
posterior,42.0,0.5438084555549665,0.4025381573180597,0.5434442483409502,0.6882392538916713,1.4609115224899094,1.1827614177792762,1.4629178741246693,1.7298045508123778,0.07397413719315495,0.04183056669046629,0.07174171618288472,0.11844918895704026,588.0287142811902,544.0124379163854,587.9152364618164,633.0297230885528
posterior,43.0,0.5383783113951354,0.3962606380052069,0.5379202560396114,0.6838574219738667,1.450456007880092,1.1697596395359844,1.4523346873144722,1.7220108811964638,0.07547478957870475,0.04253259254457017,0.07320264523017353,0.12104569218970017,586.3368177606702,542.0565205833832,586.1940992177722,631.6644543301138
posterior,44.0,0.5330758273236218,0.39003128202329124,0.5324836602916377,0.6795034532331372,1.4402169224988972,1.1568111562292833,1.4418885561714094,1.7142500672482732,0.07696634427739293,0.04323623370777966,0.07465770835891328,0.12366581771628121,584.6846969169785,540.1156097344875,584.5001925444442,630.3078670377569
posterior,45.0,0.5278977137860489,0.3839500155210262,0.527354184595225,0.6753891175382,1.4301897962465888,1.1441255325534103,1.4320047463874095,1.7069010267843525,0.07844825276551459,0.043918354130165746,0.07606269795020491,0.126273177605291,583.071326807602,538.2208398475942,582.9019767646402,629.0259433831311
posterior,46.0,0.5228407742754018,0.3780803227973112,0.5223455104575485,0.6712160018091604,1.4203702419999675,1.1318388286348,1.4223275202541976,1.6994316778458476,0.0799199995572211,0.04461871901320449,0.07746406195047899,0.12884744583473623,581.4957114812473,536.3919910355795,581.3413997161263,627.7257053463735
posterior,47.0,0.5179019024351141,0.37240829683388715,0.5173052639715762,0.6671196040753821,1.410753954775915,1.1199260250473073,1.412563033713455,1.6920845815888677,0.08138110131224834,0.04531395191062006,0.07889157791292997,0.13136880667085762,579.9568830752376,534.6247302208841,579.7709855169487,626.4493707098615
posterior,48.0,0.5130780792617661,0.36678582017274985,0.5124811470166193,0.6632106247993593,1.401336710853541,1.1080783602491597,1.4031924519719798,1.6850596590070919,0.08283110591761363,0.04598793614972395,0.08027822611436582,0.1339036268215252,578.4539009439408,532.8729077241533,578.2679118506821,625.2314309570255
posterior,49.0,0.5083663704035939,0.3613481289365255,0.5076888406557186,0.6593156427232371,1.3921143668592122,1.0965829662046906,1.3938595131549805,1.6780462669071354,0.08426959154931762,0.046667356859275005,0.08167884615383039,0.1364022161152452,576.9858508170554,531.1786597242038,576.7747495664738,624.0178523800832
posterior,50.0,0.5037639235511818,0.35602428938151265,0.5031869391468334,0.6554164286886666,1.3830828588184718,1.0852926795993056,1.3850700974152046,1.671011579578773,0.08569616571953363,0.047358159414859866,0.08301435143005954,0.13889116756962216,575.5518439866148,529.5198850482819,575.3720701394797,622.8029552311909
