year_0,year_1,year_2,year_3,year_4,year_5,year_6,year_7,year_8,year_9,year_10,year_11,year_12,year_13,year_14,year_15,year_16,year_17,year_18,year_19,year_20,year_21,year_22,year_23,year_24,year_25,year_26,year_27,year_28,year_29,year_30,year_31,year_32,year_33,year_34,year_35,year_36,year_37,year_38,year_39,year_40,year_41,year_42,year_43,year_44,year_45,year_46,year_47,year_48,year_49,year_50
549.2521950766417,507.07008253957656,480.2973290114095,489.9471696950088,526.771192715333,561.3029308664594,568.7739236136092,538.5513756952965,482.4083043892299,424.7266495953311,392.86062425821785,394.26980960666265,421.7035292913977,451.41142914156273,455.57811394070563,426.9022238930222,373.72832172591166,320.8108025557724,294.35948086229575,304.5841406357863,341.16285345137544,375.0237551644319,382.8181738080564,355.44261585466893,302.87536081156804,250.11748301873968,224.26979470623144,235.19193925295895,102.72813997789831,307.84155958937197,320.8665608563663,296.67906249198427,247.50814751195765,199.63129117132235,177.78831395067425,192.6028032321019,233.2068546019466,272.69660862842204,287.08983419899664,264.1464847465686,214.1521684469277,165.51204008530033,143.85626331924766,159.08271066243015,200.95718925390202,243.53755311237876,260.2115333416075,239.4441951265111,192.47135199749016,145.17285658019784,124.62831259027178
879.952285358898,830.5807876387795,797.0945253612209,795.5232100637664,820.4909742801415,844.8673966940305,845.5875384981788,807.193432179495,747.0356498911983,681.9894985638174,647.4128751576349,650.2744192078395,676.5324033272282,706.6270188704032,702.2931373421628,661.9910070492466,597.0590864148567,532.6962209421291,498.8610534107537,504.80520255310546,539.437856689819,572.3091447745605,578.2492886722365,548.9986352058175,494.3214773080026,441.1596329112466,414.5141417312069,424.8265163461771,462.54027315801454,501.1492122583552,513.316502988028,488.3967180467456,437.86108834963864,388.3023881601033,364.8283817153341,378.3776395047099,418.1320468756128,457.6503048180148,472.864871882137,451.02559024141453,403.34766978576283,356.1806600178762,335.365496164099,351.05977477850536,392.395702040783,433.86708515559985,449.507388118226,428.7575268047965,382.3251888157514,335.72096941909,315.2414872899652
558.4889433355679,507.2651339555305,471.9154109799639,474.3554078935397,506.80729539464767,538.4445910463055,543.734803953074,507.5829878056668,443.4490274530948,382.0258815729526,345.6081676847615,352.36691266463254,386.4883560336899,421.56607351460116,428.27976203789547,395.3134401338665,337.25463957415366,280.6707917250212,251.21885677500984,262.58797145018593,300.5276300131037,173.26959144825446,348.99247538093584,320.1738718654559,265.9271912757946,-53.63087040416576,182.4516234269505,193.45466015857824,233.1750855688989,272.9512617559426,284.44566907021147,257.59838000278376,203.08123568404335,150.33416486325518,125.63182267653576,139.36754886106223,182.17142565291226,225.58555684595194,241.2405636860293,217.78115380126235,166.70903074805665,114.97499925204363,91.66056581310693,107.41117476713487,150.89956711653986,194.1972100138007,209.45924917322793,185.74209118129488,135.35253969642554,85.20072887948197,62.747599357465674
952.340673757252,914.9068326273839,893.1246048150123,907.3581222290036,945.5570112070246,983.4419718907234,996.5424029223461,975.0021595256364,927.7274324314925,878.8776045830014,853.7756047275146,864.7261470436301,900.6256734374866,937.3961318057789,948.6690121927095,787.1372419937653,874.530255898699,825.6155208348002,802.7515236038199,813.8234890419624,848.1965207446882,884.8134396180017,896.0484144852794,870.9462549306974,821.9799885917179,771.8264011359113,745.0609761404882,751.9294519692896,783.9682190789589,819.7798831937275,831.7288896093808,809.5014866126304,762.0656498492424,714.9770052219221,692.2412096678814,704.5028543698033,741.8458100219162,779.3186369541149,793.0046192451919,770.1565902701822,722.699729990137,675.1185664447838,652.7354291468342,665.5203977973088,703.7850134269331,741.6549807213976,754.7137981248445,732.8287354376096,685.5360687830562,637.0897883546901,613.6899814036357
954.9102464812237,914.7432000588743,889.7373145719182,898.9030229892693,930.8844523304774,963.6730344943833,971.3591854467289,943.2571569440033,893.6396517793469,844.5644038342308,815.7434415527869,823.5686693666802,854.6307697959992,885.5875975056435,891.1448487767128,861.9221627931073,811.6934864436989,600.5781901011632,735.9541526247046,745.517279378345,780.3934296572465,815.4058350589014,825.4482132812685,802.4546944540538,756.350504535776,710.3714869850731,688.8296432442719,700.6615059404234,735.6875742941957,677.469934711407,782.1727769429193,760.4529624420617,715.0675485721473,669.8812592525047,647.1804577966755,657.4424245054407,592.2202089392788,725.3995639184104,731.8196207175641,708.1607961878302,662.7188623614235,616.4756152031559,593.2360849864965,602.6222563478785,633.7113458108231,666.095031394357,675.2091483131838,651.9624695527643,604.703960433984,557.3466218588724,534.6678424607123
578.7404183245242,527.6882559238488,492.90729416368583,493.589354846119,518.5457342402681,546.0180739514981,546.8028015335333,513.7005309039614,458.6310513505264,403.0330789115774,372.0939569830351,375.0097268591028,402.7908120559646,427.8909564571518,425.77108863425065,386.340604325742,322.9287189955962,260.6995682633651,227.83731726220628,230.2863960835125,259.3970284996699,290.1676965449749,297.53171733985437,269.7624863438865,217.79766440389562,168.41908941796328,143.0921237977276,153.0368052648746,189.20427153976948,225.99543371843492,239.4167520616993,216.95420753483575,170.454395798669,124.75375981457921,103.57443140225769,118.01502990473728,157.26714925827537,196.29633656378348,47.05278154605037,189.40616357743477,143.79375756982938,99.0746296379674,79.30756018971533,94.28025196110639,134.1962261394749,174.56069371658793,190.36459706908602,171.46605146319007,128.15868666511744,84.88194016431407,66.41555082172215
870.5201018943748,822.2399755325486,787.8236488770099,783.0326489102061,803.9746025763664,820.1997279673282,654.1450930145227,778.0506575897147,721.7989119847146,656.1979560925744,618.1208138336124,614.7016519810696,635.5328614267225,654.2509400145776,652.343338924333,618.6416979591074,563.1698558177109,508.3380740624699,479.9151152631091,483.4013445279612,510.8394273605095,536.4599414652997,538.5139754546449,508.38719966375584,456.1258674825069,405.8542732491263,379.57966257149155,389.86584916294134,422.68687649556637,457.0848956070155,467.18031316997667,444.80615869103235,401.18039108593337,357.40507616542584,336.5183768956042,348.72130368383284,384.17180904551947,420.1428485689954,432.9708406080583,412.69494782883453,369.37220352849624,326.451365944572,305.9365371402821,183.7881279679084,354.9102551675186,391.8623820803351,406.18503126111773,387.7534891794493,346.65620905809226,305.7116513115309,287.6398563852579
1042.9284825595023,1003.777845376981,979.1527446350292,989.9849795122383,1026.4438693435332,1061.4999048866953,1071.6031301784296,1046.6950509543542,997.2255162006223,949.0762554973059,925.3511132332555,937.6332782615137,975.0736517794875,1009.8368376521667,1018.7330352164494,989.0104980572688,933.1865569291548,756.5487213616077,856.5519365852319,867.0735518223261,902.5042232502236,938.3514016088095,950.6446117155227,927.031835144407,878.657239160132,830.6645538325525,807.7556748033173,820.3706701760146,858.9991887382699,895.8372244048453,907.895046069695,885.7399667423457,837.1379626234473,788.7474111514322,765.7492780160524,778.4595043405278,816.6363586852666,854.1790593725177,867.6394590009705,845.8749048686622,798.7748718042935,752.9473570744615,731.8801933432903,746.4382766534901,785.4191568702047,823.591711606688,480.04553510828487,815.3181864788876,768.3172356450914,721.4436001578874,699.2026811213809
989.330673996267,949.7487172022464,925.5994766064157,939.6909740004629,979.5701716289424,1019.7539661270587,1033.2999860583814,867.7306074986238,957.8523456276581,905.920501781363,881.2539821060236,894.1555087124108,933.0771211832817,972.4743554421314,985.2758384943285,686.625875810875,910.8355600001715,860.332018489181,836.5581228694887,851.5148421793298,893.3335976845432,933.7875977474944,948.4061916716163,926.1447688011677,876.1039527509573,825.1367456494728,800.1301190001582,813.4764727492733,853.5093538026523,893.8079884858716,909.2407871655804,886.9922607966804,837.9126205279085,787.7342066312482,763.8386341484763,776.3350388476105,814.1640202606258,850.8969994149845,863.1069324330161,838.2276524602343,786.5698567640488,733.869945883945,708.0173248736508,720.7316319302125,760.6001956097964,799.706292471916,810.7061895115181,784.7615652616314,731.946229144891,678.0632278808356,652.6278512071658
675.1981701876516,632.5680562917867,603.0207831089056,606.4151578050385,633.6723428533572,661.5007497671543,668.9286709057089,641.597868664282,588.9155653389586,534.6702723452324,507.9541541110682,515.7909902546874,549.9543104261573,585.9332882581843,596.0454059224755,570.5669030431578,521.456414858027,470.70071895786646,444.985369914242,453.88873813572764,485.91224544828776,521.0465839586764,532.0557845626442,507.8657768330585,457.95251597644244,410.13737733117455,387.9562114153566,400.8768829980154,437.88685704133616,474.92653992926694,488.15452824680915,466.333686184944,419.20392010824,371.4489188878599,347.81760297372625,358.91115347988443,394.810535935257,429.08435696772926,438.75886858370905,415.0673661404727,366.6878968711767,318.211626317645,295.7417124451233,307.836967806443,345.23454375433494,382.8531755157335,395.2346634082967,372.8089528260939,327.11511276291276,281.41097295536076,260.7233893080672
