H_over_B,treated_depth_m,treated_E_MPa,untreated_E_MPa,eta_50,mean_footing_Uz_m,mean_settlement_mm,fem_stiffness_ratio,settlement_reduction_percent,screening_proxy_stiffness_ratio,proxy_minus_fem_ratio
0.0,0.0,30.0,30.0,0.35554367589134717,-0.0038617511600000003,3.8617511600000003,1.0,0.0,1.0,0.0
0.5,1.0,61.99893083022124,30.0,0.35554367589134717,-0.0033300038,3.3300038,1.1596837096702413,13.769591513503944,1.6368957099814971,0.4772120003112559
1.0,2.0,61.99893083022124,30.0,0.35554367589134717,-0.0030823064799999998,3.0823064799999997,1.2528770857335383,20.183710645923657,1.8934948273564682,0.64061774162293
1.5,3.0,61.99893083022124,30.0,0.35554367589134717,-0.00297692352,2.9769235199999997,1.2972288787586994,22.912601131969378,1.9968761282597618,0.6996472495010624
2.0,4.0,61.99893083022124,30.0,0.35554367589134717,-0.0029251002,2.9251002,1.3202115811280586,24.25456538219827,2.03852745382079,0.7183158726927314
