Scenario,pf_terminal,beta_terminal,pf_life_first_passage,beta_life,pf_life_hazard,beta_hazard,max_hazard_year,max_hazard,difference_vs_terminal,p_serviceability_index_gt_0p045
M,0.009116666666666667,2.360845332887096,0.009116666666666667,2.360845332887096,0.009116666666666884,2.3608453328870866,47.0,0.0005372327476936766,0.0,0.7318916666666667
E1,0.024116666666666668,1.975306876663434,0.024116666666666668,1.975306876663434,0.024116666666666564,1.975306876663436,41.0,0.0018181971940566095,0.0,0.9759083333333334
E2,0.016466666666666668,2.132895088696563,0.016466666666666668,2.132895088696563,0.016466666666666963,2.132895088696556,38.0,0.0026869757248536856,0.0,0.914875
E3,0.03405,1.8243445452900868,0.1206,1.1719926676459513,0.12060000000000004,1.1719926676459513,34.0,0.0980898252211444,0.08655,0.8369583333333334
E4,0.000675,3.2051331801847844,0.000675,3.2051331801847844,0.0006750000000000922,3.2051331801847454,50.0,0.00015007879136546686,0.0,0.07514166666666666
E5,0.02650833333333333,1.934785145665073,0.09500833333333333,1.310529809481912,0.09500833333333347,1.310529809481911,17.0,0.037202739443163435,0.0685,0.8066333333333333
