,eta0,etar,lambda_e,cb0,dtanphi,kH,kE,chimin,rs
eta0,1.0000000000000002,0.49318448307360874,0.5642810167753618,-0.2218973833134008,0.10296459965313634,-0.0177439686756057,-0.10340313182062812,0.0,-0.29033858681008884
etar,0.4931844830736531,1.0,0.9785021403761958,0.046707617384131525,-0.13221439484819383,0.06186981738497491,0.1855967050623855,0.0,-0.15386100031194527
lambda_e,0.5642810167753978,0.9785021403761812,0.9999999999999999,-0.017980983277853687,-0.06757037197438848,0.03848613433979328,0.10413162307575576,0.0,-0.1711605026903248
cb0,-0.22189738331323186,0.046707617384407436,-0.01798098327757613,1.0,-0.9829041455685592,-0.4778903899649071,0.7512286432242598,0.0,0.04795845395374434
dtanphi,0.10296459965296438,-0.1322143948484665,-0.06757037197466433,-0.9829041455685295,1.0000000000000002,0.5112498730368074,-0.7557098350162569,0.0,-0.011743738966696724
kH,-0.01774396867570743,0.061869817384831424,0.03848613433964606,-0.47789038996485406,0.5112498730367709,1.0000000000000002,-0.31012735555331555,0.0,-0.04294801597018711
kE,-0.10340313182049903,0.18559670506259085,0.10413162307596324,0.7512286432242251,-0.7557098350162443,-0.3101273555533306,1.0,0.0,0.014369812379721443
chimin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rs,-0.290338586810101,-0.1538610003119237,-0.1711605026903101,0.047958453953859614,-0.01174373896681218,-0.04294801597024678,0.014369812379810132,0.0,1.0
