time_year,scenario,S_chem,S_flow,S_WD,S_env
25.75,F,0.38,0.42,0.25,0.368
26.0,F,0.38,0.42,0.32500000000000057,0.3830000000000001
26.25,F,0.38,0.42,0.4,0.398
26.5,F,0.38,0.42,0.32500000000000023,0.38300000000000006
26.75,F,0.38,0.42,0.25,0.368
27.0,F,0.38,0.42,0.32499999999999896,0.3829999999999998
27.25,F,0.38,0.42,0.4,0.398
27.5,F,0.38,0.42,0.32499999999999973,0.38299999999999995
27.75,F,0.38,0.42,0.25,0.368
28.0,F,0.38,0.42,0.3249999999999995,0.3829999999999999
28.25,F,0.38,0.42,0.4,0.398
28.5,F,0.38,0.42,0.3250000000000013,0.3830000000000003
28.75,F,0.38,0.42,0.25,0.368
29.0,F,0.38,0.42,0.325,0.383
29.25,F,0.38,0.42,0.4,0.398
29.5,F,0.38,0.42,0.32500000000000084,0.3830000000000002
29.75,F,0.38,0.42,0.25,0.368
30.0,F,0.38,0.42,0.3249999999999984,0.3829999999999997
30.25,F,0.38,0.42,0.4,0.398
30.5,F,0.38,0.42,0.3250000000000003,0.38300000000000006
30.75,F,0.38,0.42,0.25,0.368
31.0,F,0.38,0.42,0.3249999999999989,0.3829999999999998
31.25,F,0.38,0.42,0.4,0.398
31.5,F,0.38,0.42,0.3249999999999998,0.38299999999999995
31.75,F,0.38,0.42,0.25,0.368
32.0,F,0.38,0.42,0.3249999999999994,0.3829999999999999
32.25,F,0.38,0.42,0.4,0.398
32.5,F,0.38,0.42,0.3250000000000014,0.3830000000000003
32.75,F,0.38,0.42,0.25,0.368
33.0,F,0.38,0.42,0.32499999999999996,0.383
33.25,F,0.38,0.42,0.4,0.398
33.5,F,0.38,0.42,0.3250000000000009,0.3830000000000002
33.75,F,0.38,0.42,0.25,0.368
34.0,F,0.38,0.42,0.3250000000000004,0.3830000000000001
34.25,F,0.38,0.42,0.4,0.398
34.5,F,0.38,0.42,0.32500000000000034,0.38300000000000006
34.75,F,0.38,0.42,0.25,0.368
35.0,F,0.38,0.42,0.32499999999999885,0.3829999999999998
35.25,F,0.38,0.42,0.4,0.398
35.5,F,0.38,0.42,0.32499999999999984,0.383
35.75,F,0.38,0.42,0.25,0.368
36.0,F,0.38,0.42,0.32499999999999934,0.3829999999999999
36.25,F,0.38,0.42,0.4,0.398
36.5,F,0.38,0.42,0.32500000000000145,0.3830000000000003
36.75,F,0.38,0.42,0.25,0.368
37.0,F,0.38,0.42,0.32499999999999984,0.383
37.25,F,0.38,0.42,0.4,0.398
37.5,F,0.38,0.42,0.32500000000000095,0.38300000000000023
37.75,F,0.38,0.42,0.25,0.368
38.0,F,0.38,0.42,0.32499999999999823,0.3829999999999997
38.25,F,0.38,0.42,0.4,0.398
38.5,F,0.38,0.42,0.3250000000000004,0.3830000000000001
38.75,F,0.38,0.42,0.25,0.368
39.0,F,0.38,0.42,0.32499999999999873,0.3829999999999998
39.25,F,0.38,0.42,0.4,0.398
39.5,F,0.38,0.42,0.32499999999999996,0.383
39.75,F,0.38,0.42,0.25,0.368
40.0,F,0.38,0.42,0.3249999999999993,0.3829999999999999
40.25,F,0.38,0.42,0.4,0.398
40.5,F,0.38,0.42,0.32500000000000157,0.38300000000000034
40.75,F,0.38,0.42,0.25,0.368
41.0,F,0.38,0.42,0.3249999999999976,0.38299999999999956
41.25,F,0.38,0.42,0.4,0.398
41.5,F,0.38,0.42,0.3249999999999989,0.3829999999999998
41.75,F,0.38,0.42,0.25,0.368
42.0,F,0.38,0.42,0.3250000000000003,0.38300000000000006
42.25,F,0.38,0.42,0.4,0.398
42.5,F,0.38,0.42,0.3250000000000005,0.3830000000000001
42.75,F,0.38,0.42,0.25,0.368
43.0,F,0.38,0.42,0.3249999999999987,0.38299999999999973
43.25,F,0.38,0.42,0.4,0.398
43.5,F,0.38,0.42,0.3250000000000021,0.38300000000000045
43.75,F,0.38,0.42,0.25,0.368
44.0,F,0.38,0.42,0.32499999999999707,0.38299999999999945
44.25,F,0.38,0.42,0.4,0.398
44.5,F,0.38,0.42,0.3249999999999995,0.3829999999999999
44.75,F,0.38,0.42,0.25,0.368
45.0,F,0.38,0.42,0.32499999999999973,0.38299999999999995
45.25,F,0.38,0.42,0.4,0.398
45.5,F,0.38,0.42,0.32500000000000107,0.38300000000000023
45.75,F,0.38,0.42,0.25,0.368
46.0,F,0.38,0.42,0.32499999999999807,0.3829999999999996
46.25,F,0.38,0.42,0.4,0.398
46.5,F,0.38,0.42,0.32500000000000273,0.38300000000000056
46.75,F,0.38,0.42,0.25,0.368
47.0,F,0.38,0.42,0.32500000000000073,0.3830000000000002
47.25,F,0.38,0.42,0.4,0.398
47.5,F,0.38,0.42,0.32500000000000007,0.383
47.75,F,0.38,0.42,0.25,0.368
48.0,F,0.38,0.42,0.3249999999999991,0.38299999999999984
48.25,F,0.38,0.42,0.4,0.398
48.5,F,0.38,0.42,0.3250000000000017,0.38300000000000034
48.75,F,0.38,0.42,0.25,0.368
49.0,F,0.38,0.42,0.3249999999999975,0.3829999999999995
49.25,F,0.38,0.42,0.4,0.398
49.5,F,0.38,0.42,0.32499999999999907,0.38299999999999984
49.75,F,0.38,0.42,0.25,0.368
50.0,F,0.38,0.42,0.3250000000000002,0.38300000000000006
