time_year,scenario,S_chem,S_flow,S_WD,S_env
2.75,D,0.75,0.75,0.85,0.77
3.0,D,0.75,0.75,1.1749999999999998,0.835
3.25,D,0.75,0.75,1.5,0.9
3.5,D,0.75,0.75,1.1750000000000003,0.8350000000000001
3.75,D,0.75,0.75,0.85,0.77
4.0,D,0.75,0.75,1.1749999999999996,0.835
4.25,D,0.75,0.75,1.5,0.9
4.5,D,0.75,0.75,1.1750000000000003,0.8350000000000001
4.75,D,0.75,0.75,0.85,0.77
5.0,D,0.75,0.75,1.1749999999999996,0.835
5.25,D,0.75,0.75,1.5,0.9
5.5,D,0.75,0.75,1.1750000000000016,0.8350000000000003
5.75,D,0.75,0.75,0.85,0.77
6.0,D,0.75,0.75,1.1749999999999996,0.835
6.25,D,0.75,0.75,1.5,0.9
6.5,D,0.75,0.75,1.1749999999999994,0.8349999999999999
6.75,D,0.75,0.75,0.85,0.77
7.0,D,0.75,0.75,1.1749999999999994,0.8349999999999999
7.25,D,0.75,0.75,1.5,0.9
7.5,D,0.75,0.75,1.1750000000000016,0.8350000000000003
7.75,D,0.75,0.75,0.85,0.77
8.0,D,0.75,0.75,1.1749999999999994,0.8349999999999999
8.25,D,0.75,0.75,1.5,0.9
8.5,D,0.75,0.75,1.1749999999999996,0.835
8.75,D,0.75,0.75,0.85,0.77
9.0,D,0.75,0.75,1.1749999999999994,0.8349999999999999
9.25,D,0.75,0.75,1.5,0.9
9.5,D,0.75,0.75,1.1750000000000018,0.8350000000000004
9.75,D,0.75,0.75,0.85,0.77
10.0,D,0.75,0.75,1.1749999999999992,0.8349999999999999
10.25,D,0.75,0.75,1.5,0.9
10.5,D,0.75,0.75,1.1749999999999996,0.835
10.75,D,0.75,0.75,0.85,0.77
11.0,D,0.75,0.75,1.1749999999999967,0.8349999999999993
11.25,D,0.75,0.75,1.5,0.9
11.5,D,0.75,0.75,1.175000000000002,0.8350000000000004
11.75,D,0.75,0.75,0.85,0.77
12.0,D,0.75,0.75,1.174999999999999,0.8349999999999997
12.25,D,0.75,0.75,1.5,0.9
12.5,D,0.75,0.75,1.1749999999999998,0.835
12.75,D,0.75,0.75,0.85,0.77
13.0,D,0.75,0.75,1.1750000000000012,0.8350000000000002
13.25,D,0.75,0.75,1.5,0.9
13.5,D,0.75,0.75,1.1750000000000023,0.8350000000000004
13.75,D,0.75,0.75,0.85,0.77
14.0,D,0.75,0.75,1.174999999999999,0.8349999999999997
14.25,D,0.75,0.75,1.5,0.9
14.5,D,0.75,0.75,1.175,0.835
14.75,D,0.75,0.75,0.85,0.77
15.0,D,0.75,0.75,1.1749999999999965,0.8349999999999993
15.25,D,0.75,0.75,1.5,0.9
15.5,D,0.75,0.75,1.1750000000000025,0.8350000000000005
15.75,D,0.75,0.75,0.85,0.77
16.0,D,0.75,0.75,1.1749999999999987,0.8349999999999997
16.25,D,0.75,0.75,1.5,0.9
16.5,D,0.75,0.75,1.1750000000000003,0.8350000000000001
16.75,D,0.75,0.75,0.85,0.77
17.0,D,0.75,0.75,1.175000000000001,0.8350000000000002
17.25,D,0.75,0.75,1.5,0.9
17.5,D,0.75,0.75,1.1750000000000025,0.8350000000000005
17.75,D,0.75,0.75,0.85,0.77
18.0,D,0.75,0.75,1.1749999999999985,0.8349999999999997
18.25,D,0.75,0.75,1.5,0.9
18.5,D,0.75,0.75,1.1750000000000003,0.8350000000000001
18.75,D,0.75,0.75,0.85,0.77
19.0,D,0.75,0.75,1.1749999999999963,0.8349999999999993
19.25,D,0.75,0.75,1.5,0.9
19.5,D,0.75,0.75,1.1750000000000027,0.8350000000000005
19.75,D,0.75,0.75,0.85,0.77
20.0,D,0.75,0.75,1.1749999999999985,0.8349999999999997
20.25,D,0.75,0.75,1.5,0.9
20.5,D,0.75,0.75,1.1750000000000052,0.8350000000000011
20.75,D,0.75,0.75,0.85,0.77
21.0,D,0.75,0.75,1.1750000000000007,0.8350000000000002
21.25,D,0.75,0.75,1.5,0.9
21.5,D,0.75,0.75,1.175000000000003,0.8350000000000006
21.75,D,0.75,0.75,0.85,0.77
22.0,D,0.75,0.75,1.1749999999999936,0.8349999999999987
22.25,D,0.75,0.75,1.5,0.9
22.5,D,0.75,0.75,1.1750000000000007,0.8350000000000002
22.75,D,0.75,0.75,0.85,0.77
23.0,D,0.75,0.75,1.1749999999999958,0.8349999999999992
23.25,D,0.75,0.75,1.5,0.9
23.5,D,0.75,0.75,1.1749999999999985,0.8349999999999997
23.75,D,0.75,0.75,0.85,0.77
24.0,D,0.75,0.75,1.174999999999998,0.8349999999999996
24.25,D,0.75,0.75,1.5,0.9
24.5,D,0.75,0.75,1.1750000000000054,0.8350000000000011
24.75,D,0.75,0.75,0.85,0.77
25.0,D,0.75,0.75,1.1750000000000003,0.8350000000000001
25.25,D,0.75,0.75,1.5,0.9
25.5,D,0.75,0.75,1.1750000000000032,0.8350000000000006
25.75,D,0.75,0.75,0.85,0.77
26.0,D,0.75,0.75,1.1750000000000025,0.8350000000000005
26.25,D,0.75,0.75,1.5,0.9
26.5,D,0.75,0.75,1.175000000000001,0.8350000000000002
26.75,D,0.75,0.75,0.85,0.77
27.0,D,0.75,0.75,1.1749999999999954,0.8349999999999991
27.25,D,0.75,0.75,1.5,0.9
27.5,D,0.75,0.75,1.1749999999999987,0.8349999999999997
27.75,D,0.75,0.75,0.85,0.77
28.0,D,0.75,0.75,1.1749999999999978,0.8349999999999995
28.25,D,0.75,0.75,1.5,0.9
28.5,D,0.75,0.75,1.1750000000000056,0.8350000000000011
28.75,D,0.75,0.75,0.85,0.77
29.0,D,0.75,0.75,1.175,0.835
29.25,D,0.75,0.75,1.5,0.9
29.5,D,0.75,0.75,1.1750000000000036,0.8350000000000007
29.75,D,0.75,0.75,0.85,0.77
30.0,D,0.75,0.75,1.174999999999993,0.8349999999999986
30.25,D,0.75,0.75,1.5,0.9
30.5,D,0.75,0.75,1.1750000000000012,0.8350000000000002
30.75,D,0.75,0.75,0.85,0.77
31.0,D,0.75,0.75,1.1749999999999952,0.8349999999999991
31.25,D,0.75,0.75,1.5,0.9
31.5,D,0.75,0.75,1.174999999999999,0.8349999999999997
31.75,D,0.75,0.75,0.85,0.77
32.0,D,0.75,0.75,1.1749999999999974,0.8349999999999995
32.25,D,0.75,0.75,1.5,0.9
32.5,D,0.75,0.75,1.175000000000006,0.8350000000000012
32.75,D,0.75,0.75,0.85,0.77
33.0,D,0.75,0.75,1.1749999999999996,0.835
33.25,D,0.75,0.75,1.5,0.9
33.5,D,0.75,0.75,1.1750000000000038,0.8350000000000007
33.75,D,0.75,0.75,0.85,0.77
34.0,D,0.75,0.75,1.1750000000000018,0.8350000000000004
34.25,D,0.75,0.75,1.5,0.9
34.5,D,0.75,0.75,1.1750000000000016,0.8350000000000003
34.75,D,0.75,0.75,0.85,0.77
35.0,D,0.75,0.75,1.174999999999995,0.834999999999999
35.25,D,0.75,0.75,1.5,0.9
35.5,D,0.75,0.75,1.1749999999999994,0.8349999999999999
35.75,D,0.75,0.75,0.85,0.77
36.0,D,0.75,0.75,1.1749999999999972,0.8349999999999994
36.25,D,0.75,0.75,1.5,0.9
36.5,D,0.75,0.75,1.1750000000000063,0.8350000000000013
36.75,D,0.75,0.75,0.85,0.77
37.0,D,0.75,0.75,1.1749999999999994,0.8349999999999999
37.25,D,0.75,0.75,1.5,0.9
37.5,D,0.75,0.75,1.175000000000004,0.8350000000000009
37.75,D,0.75,0.75,0.85,0.77
38.0,D,0.75,0.75,1.1749999999999923,0.8349999999999984
38.25,D,0.75,0.75,1.5,0.9
38.5,D,0.75,0.75,1.1750000000000018,0.8350000000000004
38.75,D,0.75,0.75,0.85,0.77
39.0,D,0.75,0.75,1.1749999999999945,0.8349999999999989
39.25,D,0.75,0.75,1.5,0.9
39.5,D,0.75,0.75,1.1749999999999996,0.835
39.75,D,0.75,0.75,0.85,0.77
40.0,D,0.75,0.75,1.1749999999999967,0.8349999999999993
40.25,D,0.75,0.75,1.5,0.9
40.5,D,0.75,0.75,1.1750000000000067,0.8350000000000013
40.75,D,0.75,0.75,0.85,0.77
41.0,D,0.75,0.75,1.1749999999999898,0.834999999999998
41.25,D,0.75,0.75,1.5,0.9
41.5,D,0.75,0.75,1.1749999999999952,0.8349999999999991
41.75,D,0.75,0.75,0.85,0.77
42.0,D,0.75,0.75,1.1750000000000012,0.8350000000000002
42.25,D,0.75,0.75,1.5,0.9
42.5,D,0.75,0.75,1.1750000000000023,0.8350000000000004
42.75,D,0.75,0.75,0.85,0.77
43.0,D,0.75,0.75,1.1749999999999943,0.8349999999999989
43.25,D,0.75,0.75,1.5,0.9
43.5,D,0.75,0.75,1.1750000000000091,0.8350000000000019
43.75,D,0.75,0.75,0.85,0.77
44.0,D,0.75,0.75,1.1749999999999874,0.8349999999999975
44.25,D,0.75,0.75,1.5,0.9
44.5,D,0.75,0.75,1.1749999999999978,0.8349999999999995
44.75,D,0.75,0.75,0.85,0.77
45.0,D,0.75,0.75,1.1749999999999987,0.8349999999999997
45.25,D,0.75,0.75,1.5,0.9
45.5,D,0.75,0.75,1.1750000000000047,0.835000000000001
45.75,D,0.75,0.75,0.85,0.77
46.0,D,0.75,0.75,1.1749999999999918,0.8349999999999984
46.25,D,0.75,0.75,1.5,0.9
46.5,D,0.75,0.75,1.1750000000000118,0.8350000000000024
46.75,D,0.75,0.75,0.85,0.77
47.0,D,0.75,0.75,1.1750000000000032,0.8350000000000006
47.25,D,0.75,0.75,1.5,0.9
47.5,D,0.75,0.75,1.1750000000000003,0.8350000000000001
47.75,D,0.75,0.75,0.85,0.77
48.0,D,0.75,0.75,1.1749999999999963,0.8349999999999993
48.25,D,0.75,0.75,1.5,0.9
48.5,D,0.75,0.75,1.1750000000000074,0.8350000000000015
48.75,D,0.75,0.75,0.85,0.77
49.0,D,0.75,0.75,1.1749999999999892,0.8349999999999979
49.25,D,0.75,0.75,1.5,0.9
49.5,D,0.75,0.75,1.1749999999999958,0.8349999999999992
49.75,D,0.75,0.75,0.85,0.77
50.0,D,0.75,0.75,1.1750000000000007,0.8350000000000002
0.0,E,1.35,1.1,1.525,1.2975
0.25,E,1.35,1.1,1.525,1.2975
0.5,E,1.35,1.1,1.525,1.2975
0.75,E,1.35,1.1,1.5250000000000001,1.2975
1.0,E,1.35,1.1,1.5249999999999997,1.2974999999999999
1.25,E,1.35,1.1,1.5250000000000001,1.2975
1.5,E,1.35,1.1,1.5249999999999997,1.2974999999999999
1.75,E,1.35,1.1,1.5250000000000004,1.2975
2.0,E,1.35,1.1,1.5249999999999995,1.2974999999999999
2.25,E,1.35,1.1,1.5250000000000004,1.2975
2.5,E,1.35,1.1,1.5249999999999995,1.2974999999999999
2.75,E,1.35,1.1,1.5250000000000017,1.2975000000000003
3.0,E,1.35,1.1,1.5249999999999995,1.2974999999999999
3.25,E,1.35,1.1,1.524999999999999,1.2974999999999999
3.5,E,1.35,1.1,1.5249999999999992,1.2974999999999999
3.75,E,1.35,1.1,1.525000000000002,1.2975000000000003
4.0,E,1.35,1.1,1.524999999999999,1.2974999999999999
4.25,E,1.35,1.1,1.5249999999999995,1.2974999999999999
4.5,E,1.35,1.1,1.524999999999999,1.2974999999999999
4.75,E,1.35,1.1,1.5250000000000021,1.2975000000000005
5.0,E,2.0,1.1,1.524999999999999,1.5899999999999999
5.25,E,2.0,1.1,1.5249999999999995,1.59
5.5,E,2.0,1.1,1.5249999999999964,1.5899999999999994
5.75,E,2.0,1.1,1.5250000000000024,1.5900000000000007
6.0,E,2.0,1.1,1.5249999999999988,1.5899999999999999
6.25,E,2.0,1.1,1.5249999999999997,1.59
6.5,E,2.0,1.1,1.5250000000000015,1.5900000000000005
6.75,E,2.0,1.1,1.5250000000000026,1.5900000000000007
7.0,E,2.0,2.0,1.5249999999999986,1.9049999999999998
7.25,E,2.0,2.0,1.525,1.905
7.5,E,2.0,2.0,1.524999999999996,1.9049999999999994
7.75,E,2.0,2.0,1.5250000000000026,1.9050000000000007
8.0,E,2.0,2.0,1.5249999999999986,1.9049999999999998
8.25,E,2.0,2.0,1.5250000000000001,1.9050000000000002
8.5,E,2.0,2.0,1.525000000000001,1.9050000000000002
8.75,E,2.0,2.0,1.5250000000000028,1.9050000000000007
9.0,E,2.0,2.0,1.5249999999999981,1.9049999999999998
9.25,E,2.0,2.0,1.5250000000000004,1.9050000000000002
9.5,E,2.0,2.0,1.5249999999999955,1.9049999999999991
9.75,E,2.0,2.0,1.525000000000003,1.9050000000000007
10.0,E,2.0,2.0,1.5249999999999981,1.9049999999999998
10.25,E,2.0,2.0,1.5250000000000057,1.9050000000000011
10.5,E,2.0,2.0,1.5250000000000008,1.9050000000000002
10.75,E,2.0,2.0,1.5250000000000032,1.9050000000000007
11.0,E,2.0,2.0,1.5249999999999926,1.9049999999999987
11.25,E,2.0,2.0,1.5250000000000008,1.9050000000000002
11.5,E,2.0,2.0,1.524999999999995,1.9049999999999991
11.75,E,2.0,2.0,1.5249999999999981,1.9049999999999998
12.0,E,2.0,2.0,1.5249999999999977,1.9049999999999996
12.25,E,2.0,2.0,1.5250000000000061,1.9050000000000014
12.5,E,2.0,2.0,1.5250000000000004,1.9050000000000002
12.75,E,2.0,2.0,1.5250000000000035,1.9050000000000007
13.0,E,2.0,2.0,1.5250000000000028,1.9050000000000007
13.25,E,2.0,2.0,1.525000000000001,1.9050000000000002
13.5,E,2.0,2.0,1.5249999999999948,1.9049999999999991
13.75,E,2.0,2.0,1.5249999999999986,1.9049999999999998
14.0,E,2.0,2.0,1.5249999999999972,1.9049999999999996
14.25,E,2.0,1.1,1.5250000000000066,1.5900000000000014
14.5,E,2.0,1.1,1.525,1.59
14.75,E,2.0,1.1,1.525000000000004,1.590000000000001
15.0,E,2.0,1.1,1.524999999999992,1.5899999999999985
15.25,E,2.0,1.1,1.5250000000000015,1.5900000000000005
15.5,E,2.0,1.1,1.5249999999999944,1.589999999999999
15.75,E,2.0,1.1,1.5249999999999988,1.5899999999999999
16.0,E,2.0,1.1,1.524999999999997,1.5899999999999996
16.25,E,2.0,1.1,1.525000000000007,1.5900000000000016
16.5,E,2.0,1.1,1.5249999999999995,1.59
16.75,E,2.0,1.1,1.5250000000000044,1.590000000000001
17.0,E,2.0,1.1,1.5250000000000021,1.5900000000000005
17.25,E,2.0,1.1,1.5250000000000017,1.5900000000000005
17.5,E,2.0,1.1,1.5249999999999941,1.589999999999999
17.75,E,2.0,1.1,1.524999999999999,1.5899999999999999
18.0,E,2.0,1.1,1.5249999999999966,1.5899999999999994
18.25,E,2.0,1.1,1.5250000000000072,1.5900000000000016
18.5,E,2.0,1.1,1.524999999999999,1.5899999999999999
18.75,E,2.0,1.1,1.5250000000000048,1.5900000000000012
19.0,E,2.0,1.1,1.524999999999991,1.5899999999999983
19.25,E,2.0,1.1,1.5250000000000021,1.5900000000000005
19.5,E,2.0,1.1,1.5249999999999937,1.589999999999999
19.75,E,2.0,1.1,1.5249999999999995,1.59
20.0,E,2.0,1.1,1.5249999999999964,1.5899999999999994
20.25,E,2.0,1.1,1.5250000000000077,1.5900000000000016
20.5,E,2.0,1.1,1.5249999999999881,1.5899999999999979
20.75,E,2.0,1.1,1.5249999999999944,1.589999999999999
21.0,E,2.0,2.0,1.5250000000000015,1.9050000000000005
21.25,E,2.0,2.0,1.5250000000000026,1.9050000000000007
21.5,E,2.0,2.0,1.5249999999999932,1.9049999999999987
21.75,E,2.0,2.0,1.5250000000000106,1.9050000000000022
22.0,E,2.0,2.0,1.5249999999999853,1.9049999999999971
22.25,E,2.0,2.0,1.5249999999999972,1.9049999999999996
22.5,E,2.0,2.0,1.5249999999999986,1.9049999999999998
22.75,E,2.0,2.0,1.5250000000000055,1.9050000000000011
23.0,E,2.0,2.0,1.5249999999999904,1.9049999999999983
23.25,E,2.0,2.0,1.5250000000000135,1.905000000000003
23.5,E,2.0,2.0,1.5250000000000035,1.9050000000000007
23.75,E,2.0,2.0,1.5250000000000004,1.9050000000000002
24.0,E,2.0,2.0,1.5249999999999955,1.9049999999999991
24.25,E,2.0,2.0,1.5250000000000083,1.9050000000000018
24.5,E,2.0,2.0,1.5249999999999875,1.9049999999999976
24.75,E,2.0,2.0,1.524999999999995,1.9049999999999991
25.0,E,2.0,2.0,1.5250000000000008,1.9050000000000002
25.25,E,2.0,2.0,1.5250000000000032,1.9050000000000007
25.5,E,2.0,2.0,1.5249999999999926,1.9049999999999987
25.75,E,2.0,2.0,1.5250000000000115,1.9050000000000025
26.0,E,2.0,2.0,1.5250000000000057,1.9050000000000011
26.25,E,2.0,2.0,1.5249999999999981,1.9049999999999998
26.5,E,2.0,2.0,1.5249999999999977,1.9049999999999996
26.75,E,2.0,2.0,1.5250000000000061,1.9050000000000014
27.0,E,2.0,2.0,1.5249999999999897,1.904999999999998
27.25,E,2.0,1.1,1.5250000000000141,1.590000000000003
27.5,E,2.0,1.1,1.5250000000000028,1.5900000000000007
27.75,E,2.0,1.1,1.525000000000001,1.5900000000000003
28.0,E,2.0,1.1,1.5249999999999948,1.5899999999999992
28.25,E,2.0,1.1,1.525000000000009,1.590000000000002
28.5,E,2.0,1.1,1.5249999999999866,1.5899999999999974
28.75,E,2.0,1.1,1.524999999999996,1.5899999999999994
29.0,E,2.0,1.1,1.525,1.59
29.25,E,2.0,1.1,1.525000000000004,1.590000000000001
29.5,E,2.0,1.1,1.524999999999992,1.5899999999999985
29.75,E,2.0,1.1,1.5250000000000121,1.5900000000000025
30.0,E,2.0,1.1,1.5249999999999837,1.589999999999997
30.25,E,2.0,1.1,1.5249999999999988,1.5899999999999999
30.5,E,2.0,1.1,1.524999999999997,1.5899999999999996
30.75,E,2.0,1.1,1.525000000000007,1.5900000000000016
31.0,E,2.0,1.1,1.5249999999999888,1.5899999999999979
31.25,E,2.0,1.1,1.525000000000015,1.5900000000000032
31.5,E,2.0,1.1,1.5250000000000021,1.5900000000000005
31.75,E,2.0,1.1,1.5250000000000017,1.5900000000000005
32.0,E,2.0,1.1,1.5249999999999941,1.589999999999999
32.25,E,2.0,1.1,1.5250000000000097,1.590000000000002
32.5,E,2.0,1.1,1.524999999999986,1.5899999999999974
32.75,E,2.0,1.1,1.5249999999999966,1.5899999999999994
33.0,E,2.0,1.1,1.524999999999999,1.5899999999999999
33.25,E,2.0,1.1,1.5250000000000048,1.5900000000000012
33.5,E,2.0,1.1,1.524999999999991,1.5899999999999983
33.75,E,2.0,1.1,1.5250000000000128,1.5900000000000027
34.0,E,2.0,1.1,1.5250000000000044,1.590000000000001
34.25,E,2.0,1.1,1.5249999999999995,1.59
34.5,E,2.0,1.1,1.5249999999999964,1.5899999999999994
34.75,E,2.0,1.1,1.5250000000000077,1.5900000000000016
35.0,E,2.0,1.1,1.5249999999999881,1.5899999999999979
35.25,E,2.0,1.1,1.5250000000000157,1.5900000000000034
35.5,E,2.0,1.1,1.5250000000000015,1.5900000000000005
35.75,E,2.0,1.1,1.5250000000000026,1.5900000000000007
36.0,E,2.0,1.1,1.5249999999999932,1.5899999999999987
36.25,E,2.0,1.1,1.5250000000000106,1.5900000000000023
36.5,E,2.0,1.1,1.5249999999999853,1.5899999999999972
36.75,E,2.0,1.1,1.5249999999999972,1.5899999999999996
37.0,E,2.0,2.0,1.5249999999999986,1.9049999999999998
37.25,E,2.0,2.0,1.5250000000000055,1.9050000000000011
37.5,E,2.0,2.0,1.5249999999999904,1.9049999999999983
37.75,E,2.0,2.0,1.5250000000000135,1.905000000000003
38.0,E,2.0,2.0,1.5249999999999821,1.9049999999999965
38.25,E,1.35,2.0,1.5250000000000004,1.6125000000000003
38.5,E,1.35,2.0,1.5249999999999955,1.6124999999999992
38.75,E,1.35,2.0,1.5250000000000083,1.6125000000000018
39.0,E,1.35,2.0,1.5249999999999875,1.6124999999999976
39.25,E,1.35,2.0,1.5250000000000163,1.6125000000000034
39.5,E,1.35,2.0,1.5250000000000008,1.6125000000000003
39.75,E,1.35,2.0,1.5250000000000032,1.6125000000000007
40.0,E,1.35,2.0,1.5249999999999926,1.6124999999999987
40.25,E,1.35,2.0,1.5250000000000115,1.6125000000000025
40.5,E,1.35,2.0,1.5249999999999844,1.612499999999997
40.75,E,1.35,2.0,1.5250000000000195,1.612500000000004
41.0,E,1.35,2.0,1.5249999999999764,1.6124999999999954
41.25,E,1.35,2.0,1.5250000000000274,1.6125000000000056
41.5,E,1.35,2.0,1.525000000000011,1.6125000000000023
41.75,E,1.35,2.0,1.5249999999999928,1.6124999999999987
42.0,E,1.35,2.0,1.5250000000000028,1.6125000000000007
42.25,E,1.35,2.0,1.525000000000001,1.6125000000000003
42.5,E,1.35,2.0,1.5249999999999948,1.6124999999999992
42.75,E,1.35,2.0,1.525000000000009,1.612500000000002
43.0,E,1.35,2.0,1.5249999999999866,1.6124999999999974
43.25,E,1.35,2.0,1.5250000000000172,1.6125000000000036
43.5,E,1.35,2.0,1.5249999999999786,1.6124999999999958
43.75,E,1.35,2.0,1.5250000000000252,1.6125000000000052
44.0,E,1.35,2.0,1.5249999999999706,1.6124999999999943
44.25,E,1.35,1.1,1.5249999999999906,1.297499999999998
44.5,E,1.35,1.1,1.525000000000005,1.2975000000000012
44.75,E,1.35,1.1,1.5249999999999988,1.2974999999999999
45.0,E,1.35,1.1,1.524999999999997,1.2974999999999994
45.25,E,1.35,1.1,1.525000000000007,1.2975000000000014
45.5,E,1.35,1.1,1.5249999999999888,1.2974999999999979
45.75,E,1.35,1.1,1.525000000000015,1.297500000000003
46.0,E,1.35,1.1,1.5249999999999808,1.2974999999999963
46.25,E,1.35,1.1,1.525000000000023,1.2975000000000048
46.5,E,1.35,1.1,1.5249999999999728,1.2974999999999945
46.75,E,1.35,1.1,1.5249999999999884,1.2974999999999977
47.0,E,1.35,1.1,1.5250000000000072,1.2975000000000017
47.25,E,1.35,1.1,1.5249999999999966,1.2974999999999994
47.5,E,1.35,1.1,1.524999999999999,1.2974999999999999
47.75,E,1.35,1.1,1.5250000000000048,1.297500000000001
48.0,E,1.35,1.1,1.524999999999991,1.2974999999999983
48.25,E,1.35,1.1,1.5250000000000128,1.2975000000000025
48.5,E,1.35,1.1,1.524999999999983,1.2974999999999968
48.75,E,1.35,1.1,1.5250000000000208,1.2975000000000043
49.0,E,1.35,1.1,1.524999999999975,1.297499999999995
49.25,E,1.35,1.1,1.525000000000029,1.2975000000000059
49.5,E,1.35,1.1,1.5250000000000095,1.297500000000002
49.75,E,1.35,1.1,1.5249999999999944,1.297499999999999
50.0,E,1.35,1.1,1.5250000000000015,1.2975000000000003
0.0,F,0.38,0.42,0.325,0.383
0.25,F,0.38,0.42,0.4,0.398
0.5,F,0.38,0.42,0.325,0.383
0.75,F,0.38,0.42,0.25,0.368
1.0,F,0.38,0.42,0.32499999999999996,0.383
1.25,F,0.38,0.42,0.4,0.398
1.5,F,0.38,0.42,0.325,0.383
1.75,F,0.38,0.42,0.25,0.368
2.0,F,0.38,0.42,0.32499999999999996,0.383
2.25,F,0.38,0.42,0.4,0.398
2.5,F,0.38,0.42,0.32500000000000007,0.383
2.75,F,0.38,0.42,0.25,0.368
3.0,F,0.38,0.42,0.32499999999999996,0.383
3.25,F,0.38,0.42,0.4,0.398
3.5,F,0.38,0.42,0.32500000000000007,0.383
3.75,F,0.38,0.42,0.25,0.368
4.0,F,0.38,0.42,0.32499999999999996,0.383
4.25,F,0.38,0.42,0.4,0.398
4.5,F,0.38,0.42,0.32500000000000007,0.383
4.75,F,0.38,0.42,0.25,0.368
5.0,F,0.38,0.42,0.3249999999999999,0.383
5.25,F,0.38,0.42,0.4,0.398
5.5,F,0.38,0.42,0.32500000000000034,0.38300000000000006
5.75,F,0.38,0.42,0.25,0.368
6.0,F,0.38,0.42,0.3249999999999999,0.383
6.25,F,0.38,0.42,0.4,0.398
6.5,F,0.38,0.42,0.32499999999999984,0.383
6.75,F,0.38,0.42,0.25,0.368
7.0,F,0.38,0.42,0.32499999999999984,0.383
7.25,F,0.38,0.42,0.4,0.398
7.5,F,0.38,0.42,0.3250000000000004,0.3830000000000001
7.75,F,0.38,0.42,0.25,0.368
8.0,F,0.38,0.42,0.32499999999999984,0.383
8.25,F,0.38,0.42,0.4,0.398
8.5,F,0.38,0.42,0.3249999999999999,0.383
8.75,F,0.38,0.42,0.25,0.368
9.0,F,0.38,0.42,0.32499999999999984,0.383
9.25,F,0.38,0.42,0.4,0.398
9.5,F,0.38,0.42,0.3250000000000004,0.3830000000000001
9.75,F,0.38,0.42,0.25,0.368
10.0,F,0.38,0.42,0.32499999999999984,0.383
10.25,F,0.38,0.42,0.4,0.398
10.5,F,0.38,0.42,0.32499999999999996,0.383
10.75,F,0.38,0.42,0.25,0.368
11.0,F,0.38,0.42,0.3249999999999993,0.3829999999999999
11.25,F,0.38,0.42,0.4,0.398
11.5,F,0.38,0.42,0.3250000000000005,0.3830000000000001
11.75,F,0.38,0.42,0.25,0.368
12.0,F,0.38,0.42,0.3249999999999998,0.38299999999999995
12.25,F,0.38,0.42,0.4,0.398
12.5,F,0.38,0.42,0.32499999999999996,0.383
12.75,F,0.38,0.42,0.25,0.368
13.0,F,0.38,0.42,0.3250000000000003,0.38300000000000006
13.25,F,0.38,0.42,0.4,0.398
13.5,F,0.38,0.42,0.3250000000000005,0.3830000000000001
13.75,F,0.38,0.42,0.25,0.368
14.0,F,0.38,0.42,0.32499999999999973,0.38299999999999995
14.25,F,0.38,0.42,0.4,0.398
14.5,F,0.38,0.42,0.325,0.383
14.75,F,0.38,0.42,0.25,0.368
15.0,F,0.38,0.42,0.3249999999999992,0.38299999999999984
15.25,F,0.38,0.42,0.4,0.398
15.5,F,0.38,0.42,0.32500000000000057,0.3830000000000001
15.75,F,0.38,0.42,0.25,0.368
16.0,F,0.38,0.42,0.32499999999999973,0.38299999999999995
16.25,F,0.38,0.42,0.4,0.398
16.5,F,0.38,0.42,0.325,0.383
16.75,F,0.38,0.42,0.25,0.368
17.0,F,0.38,0.42,0.32500000000000023,0.38300000000000006
17.25,F,0.38,0.42,0.4,0.398
17.5,F,0.38,0.42,0.32500000000000057,0.3830000000000001
17.75,F,0.38,0.42,0.25,0.368
18.0,F,0.38,0.42,0.3249999999999997,0.38299999999999995
18.25,F,0.38,0.42,0.4,0.398
18.5,F,0.38,0.42,0.32500000000000007,0.383
18.75,F,0.38,0.42,0.25,0.368
19.0,F,0.38,0.42,0.3249999999999991,0.38299999999999984
19.25,F,0.38,0.42,0.4,0.398
19.5,F,0.38,0.42,0.3250000000000006,0.3830000000000001
19.75,F,0.38,0.42,0.25,0.368
20.0,F,0.38,0.42,0.3249999999999996,0.38299999999999995
20.25,F,0.38,0.42,0.4,0.398
20.5,F,0.38,0.42,0.3250000000000012,0.38300000000000023
20.75,F,0.38,0.42,0.25,0.368
21.0,F,0.38,0.42,0.3250000000000002,0.38300000000000006
21.25,F,0.38,0.42,0.4,0.398
21.5,F,0.38,0.42,0.3250000000000007,0.3830000000000001
21.75,F,0.38,0.42,0.25,0.368
22.0,F,0.38,0.42,0.3249999999999985,0.38299999999999973
22.25,F,0.38,0.42,0.4,0.398
22.5,F,0.38,0.42,0.3250000000000002,0.38300000000000006
22.75,F,0.38,0.42,0.25,0.368
23.0,F,0.38,0.42,0.32499999999999907,0.38299999999999984
23.25,F,0.38,0.42,0.4,0.398
23.5,F,0.38,0.42,0.3249999999999996,0.38299999999999995
23.75,F,0.38,0.42,0.25,0.368
24.0,F,0.38,0.42,0.32499999999999957,0.3829999999999999
24.25,F,0.38,0.42,0.4,0.398
24.5,F,0.38,0.42,0.32500000000000123,0.38300000000000023
24.75,F,0.38,0.42,0.25,0.368
25.0,F,0.38,0.42,0.32500000000000007,0.383
25.25,F,0.38,0.42,0.4,0.398
25.5,F,0.38,0.42,0.32500000000000073,0.3830000000000002
