qservice_mean_kpa,time_year,qu_deterministic_kpa,qu_mc_mean_kpa,cov_qu,FS,sI,pf_U,beta_U,p_service_index_gt_0_045,pf_life,beta_life
250.0,16.0,1549.1510645938274,1547.853115214306,0.2179443011890915,6.196604258375309,0.008693024133568308,2.1094237467877974e-15,7.84826516063378,8.006373342084316e-13,1.6976420269543269e-12,6.9603088453865904
250.0,16.5,1541.7475782939457,1541.0282715778671,0.2180717997873925,6.166990313175782,0.00880643401585479,2.55351295663786e-15,7.824983401578337,1.217526079955178e-12,1.6976420269543269e-12,6.9603088453865904
250.0,17.0,1534.4645101922697,1534.3243534821115,0.2181978663225537,6.137858040769078,0.008920149481779544,3.0531133177191805e-15,7.802027561137499,1.83636439388124e-12,1.6976420269543269e-12,6.9603088453865904
250.0,17.5,1527.3007595035526,1527.7394896239114,0.2183221503257205,6.10920303801421,0.009034143639697899,3.6637359812630166e-15,7.7794062486555875,2.7471913632837186e-12,1.6976420269543269e-12,6.9603088453865904
250.0,18.0,1520.255170493482,1521.2717996087154,0.2184443351528818,6.081020681973928,0.009148389677008421,4.3298697960381105e-15,7.7571267541570394,4.076738946423575e-12,1.6976420269543269e-12,6.9603088453865904
250.0,18.5,1513.3265383335552,1514.9193983245025,0.2185641360714482,6.053306153334221,0.009262860876414983,5.162537064506978e-15,7.735195143225719,6.001810159972365e-12,1.6976420269543269e-12,6.9603088453865904
250.0,19.0,1506.5136145411122,1508.680399852832,0.218681298395233,6.026054458164449,0.009377530632075588,6.106226635438361e-15,7.71361634753292,8.766709580498855e-12,1.6976420269543269e-12,6.9603088453865904
250.0,19.5,1499.8151120317998,1502.55292096096,0.2187955956745629,5.999260448127199,0.009492372465604035,7.216449660063518e-15,7.692394250924557,1.2706335983381223e-11,1.6976420269543269e-12,6.9603088453865904
250.0,20.0,1493.2297098098916,1496.5350842147045,0.2189068279465787,5.972918839239567,0.009607360041892766,8.493206138382448e-15,7.671531771040443,1.827615836447194e-11,1.6976420269543269e-12,6.9603088453865904
250.0,20.5,1486.756057320255,1490.6250207479256,0.2190148200494016,5.94702422928102,0.009722467184726986,9.992007221626409e-15,7.6510309364889455,2.6090518634447335e-11,1.6976420269543269e-12,6.9603088453865904
250.0,21.0,1480.392778484239,1484.8208727210304,0.2191194200026629,5.921571113936956,0.009837667892161629,1.1657341758564144e-14,7.630892959640889,3.6971425920739875e-11,1.6976420269543269e-12,6.9603088453865904
250.0,21.5,1474.1384754402352,1479.1207954978247,0.2192204974559209,5.8965539017609405,0.009952936351634979,1.3600232051658168e-14,7.611118305138624,5.2010395990009783e-11,1.6976420269543269e-12,6.9603088453865904
250.0,22.0,1467.9917320084148,1473.5229595672674,0.2193179422056743,5.871966928033659,0.01006824695479381,1.5765166949677223e-14,7.591706754241011,7.264577828181018e-11,1.6976420269543269e-12,6.9603088453865904
250.0,22.5,1461.9511168977683,1468.0255522341497,0.2194116627810122,5.847804467591073,0.010183574312007174,1.8263168755083825e-14,7.5726574651438305,1.0075873468906593e-10,1.6976420269543269e-12,6.9603088453865904
250.0,23.0,1456.015186672509,1462.6267791005027,0.2195015850973901,5.824060746690035,0.01029889326654696,2.1094237467877974e-14,7.553969029428728,1.3879192239940608e-10,1.6976420269543269e-12,6.9603088453865904
250.0,23.5,1450.1824884937005,1457.3248653574783,0.2195876511775756,5.800729953974802,0.010414178908415376,2.4313884239290928e-14,7.535639524803452,1.8989443351102864e-10,1.6976420269543269e-12,6.9603088453865904
250.0,24.0,1444.4515626510304,1452.1180569056155,0.2196698179384521,5.7778062506041215,0.010529406587800579,2.786659791809143e-14,7.517666564301655,2.5809765435980125e-10,1.6976420269543269e-12,6.9603088453865904
250.0,24.5,1438.8209448985967,1447.0046213197652,0.2197480560420811,5.755283779594387,0.010644551928143658,3.191891195797325e-14,7.500047342113975,3.485275401615695e-10,1.6976420269543269e-12,6.9603088453865904
250.0,25.0,1433.2891686077658,1441.982848673424,0.2198223488092104,5.733156674431063,0.010759590838801054,3.6359804056473877e-14,7.482778676222528,4.676581344398301e-10,1.6976420269543269e-12,6.9603088453865904
250.0,25.5,1427.8547667492594,1437.0510522359014,0.2198926911932446,5.7114190669970375,0.010874499527288245,4.135580766728708e-14,7.465857048009698,6.236132166215214e-10,1.6976420269543269e-12,6.9603088453865904
250.0,26.0,1422.5162737158566,1432.2075690544862,0.2199590888125792,5.690065094863426,0.010989254511091943,4.6906922790412864e-14,7.449278639009468,8.265212403379962e-10,1.6976420269543269e-12,6.9603088453865904
250.0,26.5,1417.2722269963824,1427.4507604327011,0.2200215570391129,5.66908890798553,0.011103832629039037,5.306866057708248e-14,7.433039364965529,1.0889319446150125e-09,1.6976420269543269e-12,6.9603088453865904
250.0,27.0,1412.1211687109442,1422.7790123147058,0.2200801201407038,5.648484674843777,0.01121821105221214,5.984102102729594e-14,7.4171349073556625,1.4263001890668647e-09,1.6976420269543269e-12,6.9603088453865904
250.0,27.5,1407.061647016739,1418.1907355850094,0.2201348104753121,5.628246588066956,0.011332367294402729,6.727951529228449e-14,7.4015607425361445,1.8575455618119463e-09,1.6976420269543269e-12,6.9603088453865904
250.0,28.0,1402.0922173931774,1413.684366291816,0.2201856677345677,5.608368869572709,0.011446279222094005,7.549516567451064e-14,7.386312168654246,2.4056944214478904e-09,1.6976420269543269e-12,6.9603088453865904
250.0,28.5,1397.2114438144615,1409.2583658015892,0.2202327382345168,5.588845775257846,0.011559925063967013,8.443246102274315e-14,7.371384330470221,3.0986122556697637e-09,1.6976420269543269e-12,6.9603088453865904
250.0,29.0,1392.4178998172854,1404.9112208917247,0.2202760742513311,5.5696715992691415,0.011673283419924445,9.420242363944453e-14,7.3567722422239505,3.969834017070184e-09,1.6976420269543269e-12,6.9603088453865904
250.0,29.5,1387.7101694707865,1400.641443787614,0.2203157333998062,5.550840677883146,0.011786333269627884,1.0486056467584604e-13,7.34247080867459,5.059498431325693e-09,1.6976420269543269e-12,6.9603088453865904
250.0,30.0,1383.0868482554374,1396.4475721498054,0.2203517780525235,5.53234739302175,0.011899053980545275,1.1640688413194766e-13,7.328474844435027,6.4153945489309194e-09,1.6976420269543269e-12,6.9603088453865904
250.0,30.5,1378.546543857144,1392.3281690164697,0.2203842747976107,5.514186175428575,0.012011425315506353,1.2889689315898067e-13,7.3147790917164315,8.094125647506445e-09,1.6976420269543269e-12,6.9603088453865904
250.0,31.0,1374.087876882401,1388.2818227059036,0.2204132939330955,5.496351507529604,0.012123427439764873,1.4244161405940758e-13,7.3013782365917335,1.0162395924773193e-08,1.6976420269543269e-12,6.9603088453865904
250.0,31.5,1369.7094814999748,1384.3071466833758,0.2204389089959181,5.478837925999899,0.01223504092756746,1.5698553568199713e-13,7.2882669238805695,1.2698425311263861e-08,1.6976420269543269e-12,6.9603088453865904
250.0,32.0,1365.41000601424,1380.4027793962437,0.2204611963237355,5.46164002405696,0.012346246768229877,1.7263968032921184e-13,7.275439770752239,1.5793494845262046e-08,1.6976420269543269e-12,6.9603088453865904
250.0,32.5,1361.1881133749814,1376.567384080912,0.2204802346477212,5.444752453499926,0.012457026371722059,1.8945955915228296e-13,7.262891379137336,1.9553625552060083e-08,1.6976420269543269e-12,6.9603088453865904
250.0,33.0,1357.0424816281063,1372.799648544879,0.2204961047146395,5.4281699265124255,0.012567361573764878,2.074451721512105e-13,7.250616347033084,2.4101391382647108e-08,1.6976420269543269e-12,6.9603088453865904
250.0,33.5,1352.9718043115058,1369.0982849268314,0.2205088889365422,5.411887217246023,0.012677234640441503,2.266520304772257e-13,7.238609278782177,2.9577865545693527e-08,1.6976420269543269e-12,6.9603088453865904
250.0,34.0,1348.9747907999465,1365.4620294374752,0.2205186710665111,5.395899163199786,0.012786628272327823,2.4713564528155985e-13,7.226864794399646,3.6144697568296635e-08,1.6976420269543269e-12,6.9603088453865904
250.0,34.5,1345.050166602713,1361.8896420835513,0.2205255358989374,5.380200666410852,0.012895525608146418,2.688960165642129e-13,7.2153775380176075,4.3986317699307165e-08,1.6976420269543269e-12,6.9603088453865904
250.0,35.0,1341.1966736173667,1358.3799063772562,0.2205295689929029,5.364786694469467,0.013003910227950178,2.9204416662764743e-13,7.204142185512959,5.3312261716342846e-08,1.6976420269543269e-12,6.9603088453865904
250.0,35.5,1337.413070342899,1354.9316290330944,0.2205308564172919,5.349652281371595,0.013111766155841212,3.165800954718634e-13,7.193153451378993,6.435960875350588e-08,1.6976420269543269e-12,6.9603088453865904
250.0,36.0,1333.698132055228,1351.543639653996,0.2205294845163322,5.334792528220912,0.013219077862232451,3.4244829194562953e-13,7.182406094897633,7.739552243535286e-08,1.6976420269543269e-12,6.9603088453865904
250.0,36.5,1330.0506509478705,1348.2147904083597,0.220525539694329,5.320202603791482,0.013325830265659143,3.6981528950263964e-13,7.171894925665071,9.271988243853002e-08,1.6976420269543269e-12,6.9603088453865904
250.0,37.0,1326.4694362403948,1344.9439556995503,0.2205191082184126,5.305877744961579,0.013432008734148484,3.986810881428937e-13,7.16161480852035,1.1066799443515407e-07,1.6976420269543269e-12,6.9603088453865904
250.0,37.5,1322.9533142571338,1341.7300318292014,0.2205102760381892,5.291813257028535,0.013537599086155707,4.289901767151605e-13,7.151560667922428,1.3161336098743703e-07,1.6976420269543269e-12,6.9603088453865904
250.0,38.0,1319.501128478416,1338.57193665558,0.2204991286212331,5.278004513913664,0.013642587591075995,4.608535775219025e-13,7.141727491818684,1.5597049690674325e-07,1.6976420269543269e-12,6.9603088453865904
250.0,38.5,1316.111739566469,1335.4686092481363,0.2204857508034227,5.264446958265876,0.013746960969341637,4.942157794118884e-13,7.1321103350444295,1.8419776981470903e-07,1.6976420269543269e-12,6.9603088453865904
250.0,39.0,1312.7840253680113,1332.4190095392414,0.2204702266531705,5.251136101472045,0.013850706392114238,5.291322935363496e-13,7.122704322290304,2.1680024520076557e-07,1.6976420269543269e-12,6.9603088453865904
250.0,39.5,1309.5168808953724,1329.4221179740557,0.2204526393486495,5.238067523581489,0.01395381148058252,5.656586310465173e-13,7.113504650671963,2.543325137716046e-07,1.6976420269543269e-12,6.9603088453865904
250.0,40.0,1306.3092182879047,1326.476935159329,0.2204330710671706,5.225236873151619,0.01405626430487631,6.037392807911601e-13,7.104506591933746,2.974014781664813e-07,1.6976420269543269e-12,6.9603088453865904
250.0,40.5,1303.1599667553098,1323.582481511903,0.2204116028859073,5.212639867021239,0.014158053382607682,6.434852650727407e-13,7.095705494316047,3.466690749465151e-07,1.6976420269543269e-12,6.9603088453865904
250.0,41.0,1300.0680725044062,1320.7377969075694,0.2203883146932124,5.200272290017625,0.014259167677050518,6.847855615887966e-13,7.087096784113737,4.028549067114362e-07,1.6976420269543269e-12,6.9603088453865904
250.0,41.5,1297.0324986507453,1317.941940330894,0.2203632851098126,5.188129994602981,0.014359596594970145,7.276956814905589e-13,7.0786759669511365,4.6673875958580524e-07,1.6976420269543269e-12,6.9603088453865904
250.0,42.0,1294.0522251164186,1315.1939895265473,0.2203365914192068,5.176208900465674,0.014459329984114524,7.722156247780276e-13,7.070438628797148,5.391629804285536e-07,1.6976420269543269e-12,6.9603088453865904
250.0,42.5,1291.126248515266,1312.4930406526232,0.2203083095066331,5.164504994061065,0.014558358130379293,8.183453914512029e-13,7.062380436742504,6.210346885637819e-07,1.6976420269543269e-12,6.9603088453865904
250.0,43.0,1288.2535820266726,1309.8382079363716,0.220278513806005,5.15301432810669,0.014656671754658282,8.661404926613159e-13,7.054497139559392,7.133277967197316e-07,1.6976420269543269e-12,6.9603088453865904
250.0,43.5,1285.4332552589838,1307.2286233327327,0.2202472772542542,5.141733021035935,0.014754262009392172,9.15489906105904e-13,7.046784568062257,8.170848175836909e-07,1.6976420269543269e-12,6.9603088453865904
250.0,44.0,1282.6643141035847,1304.6634361860104,0.2202146712525476,5.130657256414339,0.014851120474827194,9.664491429361988e-13,7.039238635287282,9.33418432380595e-07,1.6976420269543269e-12,6.9603088453865904
250.0,44.5,1279.9458205805352,1302.141812894981,0.2201807656338783,5.119783282322141,0.014947239154996605,1.0190182031522e-12,7.031855336506682,1.0635127988267712e-06,1.6976420269543269e-12,6.9603088453865904
250.0,45.0,1277.276852676668,1299.6629365817057,0.2201456286365618,5.109107410706672,0.015042610473436897,1.0731415756026763e-12,7.024630749092732,1.2086245786968597e-06,1.6976420269543269e-12,6.9603088453865904
250.0,45.5,1274.6565041769152,1297.226006764267,0.2201093268831937,5.0986260167076605,0.015137227268651753,1.1288747714388592e-12,7.01756103224544,1.3700836654639836e-06,1.6976420269543269e-12,6.9603088453865904
250.0,46.0,1272.083884489662,1294.8302390336394,0.2200719253646535,5.088335537958648,0.015231082789335515,1.186106768358286e-12,7.010642426596587,1.5492935944161346e-06,1.6976420269543269e-12,6.9603088453865904
250.0,46.5,1269.5581184667762,1292.4748647348572,0.2200334874287642,5.078232473867105,0.015324170689369221,1.2449485886634193e-12,7.003871253702146,1.7477316217595629e-06,1.6976420269543269e-12,6.9603088453865904
250.0,47.0,1267.0783462190184,1290.159130652628,0.219994074773241,5.068313384876074,0.015416485022600818,1.3052336989005653e-12,6.997243915433839,1.966948458165252e-06,1.6976420269543269e-12,6.9603088453865904
250.0,47.5,1264.6437229273793,1287.8822987015226,0.2199537474425837,5.058574891709517,0.01550802023742254,1.3670176102209552e-12,6.990756893280215,2.2085676475991356e-06,1.6976420269543269e-12,6.9603088453865904
250.0,48.0,1262.253418650954,1285.6436456208296,0.2199125638285917,5.049013674603816,0.015598771171157048,1.4303003226245892e-12,6.984406747566372,2.4742845832204097e-06,1.6976420269543269e-12,6.9603088453865904
250.0,48.5,1259.9066181318385,1283.442462674179,0.2198705806741962,5.039626472527354,0.015688733044264627,1.4950263249602358e-12,6.978190116601246,2.7658651551298874e-06,1.6976420269543269e-12,6.9603088453865904
250.0,49.0,1257.6025205975548,1281.278055353982,0.2198278530803286,5.030410082390219,0.015777901454383306,1.5611956172278951e-12,6.972103715760199,3.085144027414888e-06,1.6976420269543269e-12,6.9603088453865904
250.0,49.5,1255.3403395614296,1279.149743090749,0.2197844345155564,5.021361358245718,0.015866272370213656,1.6286971771251046e-12,6.966144336510534,3.434022544546167e-06,1.6976420269543269e-12,6.9603088453865904
250.0,50.0,1253.1193026213614,1277.0568589673255,0.2197403768282389,5.012477210485446,0.01595384212525979,1.6976420269543269e-12,6.9603088453865904,3.814466270568584e-06,1.6976420269543269e-12,6.9603088453865904
500.0,0.0,1849.684099784351,1837.0537750403585,0.2174766303774173,3.699368199568702,0.010768974755322947,1.1511006925424283e-08,5.5876068274651365,4.712362167147433e-10,3.67630862651569e-05,3.96457712474625
500.0,0.5,1838.7338827186927,1826.0387444069192,0.2172160431286526,3.6774677654373855,0.010948465308250877,1.2932421078470924e-08,5.567346047258569,7.112619382354524e-10,3.67630862651569e-05,3.96457712474625
500.0,1.0,1827.8369306561651,1815.1108564291092,0.2169827771521258,3.65567386131233,0.01113020201517366,1.4574778495202168e-08,5.54646942639873,1.0718733123304958e-09,3.67630862651569e-05,3.96457712474625
500.0,1.5,1817.001999451456,1804.2799925569907,0.2167766990343133,3.634003998902912,0.011314139044790207,1.6473241826187035e-08,5.525011070608938,1.612168121223334e-09,3.67630862651569e-05,3.96457712474625
500.0,2.0,1806.237053129067,1793.5546840832094,0.2165973687833713,3.612474106258134,0.0115002302706056,1.8668084855733014e-08,5.503009781923951,2.419095257444326e-09,3.67630862651569e-05,3.96457712474625
500.0,2.5,1795.5493194331625,1782.942262340806,0.2164440984952525,3.591098638866325,0.011688429234413315,2.120533598715113e-08,5.480507841136723,3.6198597452852255e-09,3.67630862651569e-05,3.96457712474625
500.0,3.0,1784.9453416423169,1772.448991433704,0.216316003619853,3.5698906832846338,0.011878689116513717,2.4137469967211445e-08,5.4575499397931635,5.399439284570207e-09,3.67630862651569e-05,3.96457712474625
500.0,3.5,1774.431026902852,1762.080185735836,0.2162120473065517,3.548862053805704,0.012070962712078592,2.7524146739565936e-08,5.4341822572063645,8.025102138375928e-09,3.67630862651569e-05,3.96457712474625
500.0,4.0,1764.011691316647,1751.840314076201,0.216131078433572,3.528023382633294,0.012265202413130042,3.14329934303359e-08,5.410451673588069,1.1880417871701354e-08,3.67630862651569e-05,3.96457712474625
500.0,4.5,1753.6921020029304,1741.733092258958,0.2160718639684952,3.5073842040058607,0.012461360195652584,3.5940425469060955e-08,5.386405108126464,1.7511997241204114e-08,3.67630862651569e-05,3.96457712474625
500.0,5.0,1743.476516338269,1731.7615653411372,0.2160331163018278,3.486953032676538,0.012659387611402045,4.113250073878305e-08,5.3620889698951,2.56931160791396e-08,3.67630862651569e-05,3.96457712474625
500.0,5.5,1733.3687185648178,1721.9281808985038,0.2160135161629787,3.4667374371296353,0.01285923578401399,4.710579887268196e-08,5.33754870935652,3.750948024405787e-08,3.67630862651569e-05,3.96457712474625
500.0,6.0,1723.372053943796,1712.2348543468067,0.2160117316815034,3.446744107887592,0.013060855409048664,5.396831759263421e-08,5.312828458604932,5.4473693222867325e-08,3.67630862651569e-05,3.96457712474625
500.0,6.5,1713.4894606188786,1702.6830272463158,0.2160264341041142,3.4269789212377573,0.013264196757640295,6.184037493195405e-08,5.287970749166132,7.867650014814487e-08,3.67630862651569e-05,3.96457712474625
500.0,7.0,1703.7234993429645,1693.2737193983164,0.2160563106245884,3.407446998685929,0.013469209683444998,7.085550579599698e-08,5.263016297005599,1.1298459423603191e-07,3.67630862651569e-05,3.96457712474625
500.0,7.5,1694.076381211157,1684.007575439926,0.2161000747321386,3.388152762422314,0.013675843632605995,8.11613407591949e-08,5.23800384529965,1.6129667229636269e-07,3.67630862651569e-05,3.96457712474625
500.0,8.0,1684.549993533108,1674.884906555545,0.2161564744355653,3.3690999870662157,0.013884047656475594,9.292045161091167e-08,5.212970056444507,2.2887147438366284e-07,3.67630862651569e-05,3.96457712474625
500.0,8.5,1675.1459239687338,1665.9057278473017,0.2162242986763194,3.3502918479374677,0.014093770426852708,1.0631115093806542e-07,5.187949445677761,3.2274369188289853e-07,3.67630862651569e-05,3.96457712474625
500.0,9.0,1665.865483042889,1657.0697918411486,0.2163023822036995,3.3317309660857783,0.014304960253511535,1.2152822848054967e-07,5.162974349544648,4.522458034728061e-07,3.67630862651569e-05,3.96457712474625
500.0,9.5,1656.7097251467294,1648.376618548308,0.2163896091497514,3.3134194502934586,0.014517565103812373,1.3878361082575452e-07,5.13807492324473,6.296560089991132e-07,3.67630862651569e-05,3.96457712474625
500.0,10.0,1647.6794681262136,1639.8255224522711,0.216484915509801,3.2953589362524274,0.014731532624198981,1.583069282329319e-07,5.113279161636397,8.70994362023314e-07,3.67630862651569e-05,3.96457712474625
500.0,10.5,1638.7753115513683,1631.4156367484684,0.2165872907066525,3.2775506231027367,0.014946810163399778,1.8034597382143858e-07,5.0886129393540775,1.1969908322861933e-06,3.67630862651569e-05,3.96457712474625
500.0,11.0,1629.997653753655,1623.145935126076,0.2166957783919804,3.25999530750731,0.01516334479716112,2.0516704207773628e-07,5.064100066106429,1.6342502076049925e-06,3.67630862651569e-05,3.96457712474625
500.0,11.5,1621.3467077129094,1615.0152513485928,0.216809476616991,3.2426934154258187,0.01538108335435101,2.3305513335847294e-07,5.0397623537753535,2.2166393367495374e-06,3.67630862651569e-05,3.96457712474625
500.0,12.0,1612.822515869803,1607.0222968609507,0.216927537485712,3.225645031739606,0.015599972444281514,2.6431401328741444e-07,5.015619692427157,2.9869220658507167e-06,3.67630862651569e-05,3.96457712474625
500.0,12.5,1604.4249639347377,1599.1656766256644,0.2170491663879637,3.2088499278694753,0.015819958485106315,2.9926611827546523e-07,4.991690132784105,3.998666194271472e-06,3.67630862651569e-05,3.96457712474625
500.0,13.0,1596.1537937593332,1591.4439033682893,0.2171736208948939,3.1923075875186666,0.01604098773315772,3.382522991146608e-07,4.967989973089408,5.318444762258956e-06,3.67630862651569e-05,3.96457712474625
500.0,13.5,1588.0086153322386,1583.855410392845,0.217300209387671,3.176017230664477,0.016263006313095137,3.8163139765012843e-07,4.944533848636581,7.028350874904721e-06,3.67630862651569e-05,3.96457712474625
500.0,14.0,1579.988917956874,1576.3985631106298,0.2174282894792749,3.159977835913748,0.016485960248743676,4.2977965436508114e-07,4.921334822529268,9.228841023778411e-06,3.67630862651569e-05,3.96457712474625
500.0,14.5,1572.0940806649403,1569.071669410524,0.2175572662801261,3.1441881613298808,0.016709795494507698,4.830899455465776e-07,4.898404476493659,1.204191646386743e-05,3.67630862651569e-05,3.96457712474625
500.0,15.0,1564.3233819158936,1561.8729889854428,0.2176865905503332,3.1286467638317874,0.016934457967250408,5.41970853140672e-07,4.875753000787513,1.5614645677508587e-05,3.67630862651569e-05,3.96457712474625
500.0,15.5,1556.676008629292,1554.8007417175525,0.2178157567744968,3.1133520172585842,0.017159893578536072,6.06845571293757e-07,4.853389282439818,2.0123023391105388e-05,3.67630862651569e-05,3.96457712474625
500.0,16.0,1549.1510645938274,1547.853115214306,0.2179443011890915,3.0983021291876547,0.017386048267136616,6.781506569630835e-07,4.831320991218832,2.5776153142087477e-05,3.67630862651569e-05,3.96457712474625
500.0,16.5,1541.7475782939457,1541.0282715778671,0.2180717997873925,3.083495156587891,0.01761286803170958,7.563346333672172e-07,4.809554662864405,3.282073120214335e-05,3.67630862651569e-05,3.96457712474625
