time_year,scenario,S_chem,S_flow,S_WD,S_env,E_env,eta_eff,qu,FS,beta,pf,pf_life
22.0,F,0.38,0.42,0.3249999999999985,0.38299999999999973,8.425999999999993,0.7791911519262862,925.3038017106034,0.9740040018006351,-0.20695209783359653,0.5819763655301313,0.6480833333333333
22.25,F,0.38,0.42,0.4,0.398,8.523624999999994,0.7777465831763221,925.076907277239,0.9737651655549884,-0.20855872381659307,0.5826036322274633,0.6480833333333333
22.5,F,0.38,0.42,0.3250000000000002,0.38300000000000006,8.621249999999995,0.7763059577630252,924.8501330783095,0.9735264558719047,-0.21016489222038243,0.583230510217744,0.6480833333333333
22.75,F,0.38,0.42,0.25,0.368,8.715124999999995,0.7749243790882637,924.6321864672873,0.9732970383866182,-0.21170890884993585,0.5838329313071468,0.6480833333333333
23.0,F,0.38,0.42,0.32499999999999907,0.38299999999999984,8.808999999999996,0.7735464271245557,924.4143573775704,0.9730677446079687,-0.21325245660517758,0.58443497265963,0.6480833333333333
23.25,F,0.38,0.42,0.4,0.398,8.906624999999996,0.7721172671602847,924.1879546715062,0.9728294259700065,-0.21485714295701747,0.5850606502661105,0.6480833333333333
23.5,F,0.38,0.42,0.3249999999999996,0.38299999999999995,9.004249999999997,0.7706920084702803,923.9616857748556,0.9725912481840585,-0.21646127370811688,0.5856858956695952,0.6480833333333333
23.75,F,0.38,0.42,0.25,0.368,9.098124999999998,0.7693251666847932,923.7442377157255,0.9723623554902373,-0.21800323943820227,0.5862867062887396,0.6480833333333333
24.0,F,0.38,0.42,0.32499999999999957,0.3829999999999999,9.191999999999998,0.7679619129253104,923.5269194518639,0.9721335994230147,-0.2195446474594768,0.5868870977816303,0.6480833333333333
24.25,F,0.38,0.42,0.4,0.398,9.289625,0.7665479973857933,923.3010608520309,0.9718958535284535,-0.22114701531112824,0.5875110182737828,0.6480833333333333
24.5,F,0.38,0.42,0.32500000000000123,0.38300000000000023,9.38725,0.7651379415068091,923.0753490401243,0.9716582621474992,-0.22274873340498352,0.5881344648491963,0.6480833333333333
24.75,F,0.38,0.42,0.25,0.368,9.481125,0.7637856794165767,922.8584487686037,0.9714299460722144,-0.2242882912508262,0.5887335068125754,0.6480833333333333
25.0,F,0.38,0.42,0.32500000000000007,0.383,9.575000000000001,0.7624369670799411,922.641690024251,0.9712017789728958,-0.2258272060690907,0.5893320918873484,0.6480833333333333
25.25,F,0.38,0.42,0.4,0.398,9.672625000000002,0.761038133357428,922.4164255993998,0.9709646585256839,-0.22742689153082768,0.5899540941674626,0.6480833333333333
25.5,F,0.38,0.42,0.32500000000000073,0.3830000000000002,9.770250000000003,0.7596431181255955,922.1913203648134,0.9707277056471719,-0.2290258368187081,0.5905755825542242,0.6480833333333333
25.75,F,0.38,0.42,0.25,0.368,9.864125000000003,0.75830528021334,921.9750149336728,0.9705000157196556,-0.23056264396522275,0.5911727042504099,0.6480833333333333
26.0,F,0.38,0.42,0.32500000000000057,0.3830000000000001,9.958000000000004,0.7569709541905142,921.7588622379935,0.9702724865663089,-0.2320987261688085,0.5917693328813163,0.6480833333333333
26.25,F,0.38,0.42,0.4,0.398,10.055625000000004,0.7555870414117436,921.5342398253443,0.9700360419214151,-0.233695379851651,0.5923892626018014,0.6480833333333333
26.5,F,0.38,0.42,0.32500000000000023,0.38300000000000006,10.153250000000005,0.7542069063929481,921.3097884487647,0.9697997773144892,-0.23529120656608082,0.593008640145178,0.6480833333333333
26.75,F,0.38,0.42,0.25,0.368,10.247125000000006,0.7528833388002483,921.0941228022203,0.9695727608444424,-0.2368249339152268,0.5936036963694248,0.6480833333333333
27.0,F,0.38,0.42,0.32499999999999896,0.3829999999999998,10.341000000000006,0.751563245636697,920.8786205936916,0.9693459164144123,-0.23835785770081364,0.5941982248968207,0.6480833333333333
27.25,F,0.38,0.42,0.4,0.398,10.438625000000007,0.7501940946443949,920.6546858750593,0.9691101956579571,-0.23995114425336186,0.5948159342876381,0.6480833333333333
27.5,F,0.38,0.42,0.32499999999999973,0.38299999999999995,10.536250000000008,0.7488286811158246,920.4309335007771,0.9688746668429232,-0.2415435205487754,0.5954330548669396,0.6480833333333333
27.75,F,0.38,0.42,0.25,0.368,10.630125000000008,0.7475192316254211,920.2159505464942,0.9686483689963097,-0.24307385228147046,0.5960259066567115,0.6480833333333333
28.0,F,0.38,0.42,0.3249999999999995,0.3829999999999999,10.724000000000009,0.7462132195034628,920.0011412443358,0.9684222539414061,-0.24460330501945973,0.5966181976232773,0.6480833333333333
28.25,F,0.38,0.42,0.4,0.398,10.82162500000001,0.7448586728380384,919.7779378198092,0.9681873029682202,-0.24619290267956714,0.597233545322354,0.6480833333333333
28.5,F,0.38,0.42,0.3250000000000013,0.3830000000000003,10.91925000000001,0.7435078237699306,919.5549275287882,0.9679525552934612,-0.24778151018769354,0.597848269182099,0.6480833333333333
