H_over_B,q_matrix_kpa,q_eq8_kpa,q_full_treated_upper_kpa,relative_position_between_bounds
0,961.0457249966094,961.0457249966094,1345.1766854150044,0.0
0.5,961.0457249966094,1157.128577564577,1345.1766854150044,0.5104583404430468
1.0,961.0457249966094,1253.1193026213614,1345.1766854150044,0.7603489635582246
1.5,961.0457249966094,1300.1107614677346,1345.1766854150044,0.8826808339057493
2.0,961.0457249966094,1323.1150382163905,1345.1766854150044,0.9425673807323827
